Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2017-05-11,Chipsailing Technology is a fingerprint identification company engaged in the sales of integrated circuits.,Chipsailing,https://www.crunchbase.com/organization/chipsailing,"Biometrics, Security, Software","Nanshanqu, Guangdong, China, Asia",Series A - Chipsailing,https://www.crunchbase.com/funding_round/chipsailing-series-a--bf7eb6a9,2,"Goldport Capital, Oriental Fortune Capital",Early Stage Venture,,Series A,2,10000000,CNY,1448346,,,,13000000,CNY,1913228,Yes,,http://www.chipsailing.com,,Early Stage Venture,,"433,025"
2017-06-12,Producer King specializes in the production of the film and television.,Producer King,https://www.crunchbase.com/organization/producer-king,"Film Production, Service Industry, TV Production","Shenzhen, Guangdong, China, Asia",Series A - Producer King,https://www.crunchbase.com/funding_round/producer-king-series-a--ddf5fcdf,2,"Weixiang Cheng Xinxi Jishu, Zhonghong Jituan",Early Stage Venture,,Series A,2,10000000,CNY,1470673,,,,13000000,CNY,1917239,Yes,,http://www.pdkchina.com/,,Early Stage Venture,,"433,240"
2017-06-12,Yuntucredit.com provides credit solutions and technical services for SME financing.,Yuntucredit.com,https://www.crunchbase.com/organization/yuntucredit-com,"Credit, Financial Services, Internet","Haidian, Beijing, China, Asia",Series A - Yuntucredit.com,https://www.crunchbase.com/funding_round/yuntucredit-com-series-a--e37bb35a,2,"Fenghou Capital, Hundsun Technologies",Early Stage Venture,,Series A,2,10000000,CNY,1470673,,,,13000000,CNY,1933384,Yes,,https://www.yuntucredit.com/,,Early Stage Venture,,"434,546"
2017-06-01,Pin Hao Huo is an e-commerce platform that sells fruits.,Pin Hao Huo,https://www.crunchbase.com/organization/pin-hao-huo,"B2C, E-Commerce, Fruit","Hangzhou, Zhejiang, China, Asia",Series C - Pin Hao Huo,https://www.crunchbase.com/funding_round/pin-hao-huo-series-c--61966603,2,"HSG, Tengxun Touzi",Late Stage Venture,,Series C,3,30000000,CNY,4405614,,,,22405614,USD,22405614,Yes,,http://www.yqphh.com,,Late Stage Venture,,"434,558"
2017-04-20,Winner Book Club is a TV reading community for entrepreneurs.,Winner Book Club,https://www.crunchbase.com/organization/winner-book-club,"Books, Education, Social Entrepreneurship, TV","Beijing, Beijing, China, Asia",Series B - Winner Book Club,https://www.crunchbase.com/funding_round/winner-book-club-series-b--5617f589,2,"Ding Jing Wang, Shoushan Caifu",Early Stage Venture,,Series B,3,20000000,CNY,2905963,,,,33000000,CNY,4867031,Yes,,http://www.winnerbook.cn,,Early Stage Venture,,"433,425"
2017-04-01,DataMip is a big data marketing service provider.,DataMip,https://www.crunchbase.com/organization/datamip-f588,"Advertising, Internet, Marketing, Marketing Automation","Jingan, Shanghai, China, Asia",Series A - DataMip,https://www.crunchbase.com/funding_round/datamip-f588-series-a--747ebbef,2,"Tianhong Asset Management, Yuanlong Investment",Early Stage Venture,,Series A,4,30000000,CNY,4354326,,,,46200000,CNY,6853484,Yes,,http://www.datamip.com/,,Early Stage Venture,,"433,443"
2017-05-10,RM offers advertising and marketing services for universities.,RM,https://www.crunchbase.com/organization/rm,"Advertising, Marketing, Media and Entertainment","Beijing, Beijing, China, Asia",Angel Round - RM,https://www.crunchbase.com/funding_round/rm-angel--943ad102,2,"Anlaiye, Shanghai Fanmou Culture Media",Seed,,Angel,1,20000000,CNY,2896934,,,,20000000,CNY,2896934,Yes,,http://www.rtmk.net,,Seed,,"433,553"
2017-03-29,SunyaInfo provides cloud security solution and graded conservation building solutions.,SunyaInfo,https://www.crunchbase.com/organization/sunyainfo,"Cloud Security, Professional Services, Security","Haidian, Beijing, China, Asia",Series A - SunyaInfo,https://www.crunchbase.com/funding_round/sunyainfo-series-a--a731e7a2,2,"Surfilter Network Technology, Yatai Fubang Jijin",Early Stage Venture,,Series A,2,30000000,CNY,4354045,,,,33000000,CNY,4800611,Yes,,http://www.sunyainfo.com,,Early Stage Venture,,"434,637"
2017-04-24,"LoanMon.com provides support and assistance in internships, employment, career planning, and entrepreneurship.",LoanMon.com,https://www.crunchbase.com/organization/loanmon-com,"Education, Employment, Online Portals","Beijing, Beijing, China, Asia",Series C - LoanMon.com,https://www.crunchbase.com/funding_round/loanmon-com-series-c--7cecac7e,2,"ARXAN FINTECH, Xiangtai Kaijin",Late Stage Venture,,Series C,4,30000000,CNY,4357601,,,,17735909,USD,17735909,Yes,,http://www.loanmon.com/,,Late Stage Venture,,"434,651"
2017-04-26,Harwar is a company dedicated to the research and development of industrial-grade unmanned aerial vehicles.,Harwar,https://www.crunchbase.com/organization/harwar,"Aerospace, Drones, Industrial","Shenzhen, Guangdong, China, Asia",Angel Round - Harwar,https://www.crunchbase.com/funding_round/harwar-angel--bab95f67,2,"Fortune Venture Capital, Shenzhen Investment Holdings",Seed,,Angel,1,3000000,CNY,435256,,,,3000000,CNY,435256,Yes,,http://www.harwar.com/,,Seed,,"433,706"
2017-05-31,MAXMAC provides car air purification systems.,MAXMAC,https://www.crunchbase.com/organization/maxmac,"Automotive, Electronics, Service Industry","Xiamen, Fujian, China, Asia",Series A - MAXMAC,https://www.crunchbase.com/funding_round/maxmac-series-a--a5976d1b,2,"Crown Asia Investment, Huijie Touzi",Early Stage Venture,,Series A,2,10000000,CNY,1468192,,,,13000000,CNY,1938111,Yes,,http://www.maxmac.com.cn/,,Early Stage Venture,,"433,732"
2017-03-31,Robowar is a manufacturer of robot technology in the entertainment and sports industries.,Robowar,https://www.crunchbase.com/organization/robowar,"Media and Entertainment, Robotics","Shenzhen, Guangdong, China, Asia",Angel Round - Robowar,https://www.crunchbase.com/funding_round/robowar-angel--feb4d693,2,"Newsion Venture Capital, Shenzhen Creative Investment Group",Seed,,Angel,1,3000000,CNY,435433,,,,3000000,CNY,435433,Yes,,http://www.robowar.cn,,Seed,,"435,256"
2017-06-09,Topmdrt is a SaaS platform that offers insurance services.,Topmdrt,https://www.crunchbase.com/organization/chaoji-yuanzhuo,"Insurance, InsurTech, Software","Shenzhen, Guangdong, China, Asia",Series A - Topmdrt,https://www.crunchbase.com/funding_round/chaoji-yuanzhuo-series-a--d649efc0,2,"Meridian Capital Asia, Zhanxie Touzi",Early Stage Venture,,Series A,2,10000000,CNY,1470815,,,,13000000,CNY,1942784,Yes,,http://www.topmdrt.com/,,Early Stage Venture,,"435,281"
2017-03-27,X Legal is a provider of law and legal consulting services.,X Legal,https://www.crunchbase.com/organization/x-legal,"Advice, Consulting, Legal","Tongzhou, Beijing, China, Asia",Seed Round - X Legal,https://www.crunchbase.com/funding_round/x-legal-seed--461ba20e,2,"Viki Fund, Zehou Touzi",Seed,,Seed,2,3000000,CNY,436589,,,,6000000,CNY,920931,Yes,,http://www.xmanlegal.com/,,Seed,,"439,578"
2017-05-31,Soundario is an audio technology company that develops sleep aids products.,Soundario,https://www.crunchbase.com/organization/soundario,"Audio, Health Care, Information Technology","Shenzhen, Guangdong, China, Asia",Seed Round - Soundario,https://www.crunchbase.com/funding_round/soundario-seed--a5f6e152,2,"Linear Venture, ZhenFund",Seed,,Seed,1,1000000,CNY,146819,,,,1000000,CNY,146819,Yes,,http://www.soundario.com/,,Seed,,"439,632"
2017-05-08,DeeplyCurious.AI is a technology company in the field of language intelligence.,DeeplyCurious.AI,https://www.crunchbase.com/organization/deeplycurious-ai,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing","Haidian, Beijing, China, Asia",Angel Round - DeeplyCurious.AI,https://www.crunchbase.com/funding_round/deeplycurious-ai-angel--a175c5d5,2,"Ameba Capital, Empower Investment",Seed,,Angel,1,3000000,CNY,434504,,,,3000000,CNY,434504,Yes,,http://deeplycurious.ai/,,Seed,,"433,939"
2017-06-02,LXgames is a mobile game development and operation company.,LXgames,https://www.crunchbase.com/organization/lxgames,"Casual Games, Media and Entertainment, Software, Video Games","Hefei, Anhui, China, Asia",Angel Round - LXgames,https://www.crunchbase.com/funding_round/lxgames-angel--43a2b2f6,2,"Junhe Ziben, Ruixin Keji",Seed,,Angel,1,3000000,CNY,440364,,,,3000000,CNY,440364,Yes,,http://www.lxhdgames.com/,,M&A,,"437,536"
2017-03-24,Wonderland is a professional film and television company.,Wonderland,https://www.crunchbase.com/organization/wonderland-1297,"Broadcasting, Film, TV Production","Beijing, Beijing, China, Asia",Series A - Wonderland,https://www.crunchbase.com/funding_round/wonderland-1297-series-a--5ccd3ae6,2,"Shanxi Dingxin Taihe, Zhongxing Hongtai Touzi",Early Stage Venture,,Series A,2,10000000,CNY,1453932,,,,13000000,CNY,1897956,Yes,,http://www.wonderlandmedia.cn/,,Early Stage Venture,,"437,566"
2017-05-16,MIMIYANGCHE is an application for the car wash card transaction recharge platform.,MIMIYANGCHE,https://www.crunchbase.com/organization/mimiyangche,"Apps, Automotive, Information Services","Beijing, Beijing, China, Asia",Series B - MIMIYANGCHE,https://www.crunchbase.com/funding_round/mimiyangche-series-b--c6488f77,2,"Heda Capital, Junchuan Ziben",Early Stage Venture,,Series B,3,20000000,CNY,2903305,,,,33000000,CNY,4908665,Yes,,https://www.mimixiche.com/,,Early Stage Venture,,"437,571"
2017-03-31,REAL is a personalized luxury service platform in China.,REAL,https://www.crunchbase.com/organization/real-3137,"Consumer Goods, Customer Service, E-Commerce","Beijing, Beijing, China, Asia",Series A - REAL,https://www.crunchbase.com/funding_round/real-3137-series-a--da24f250,2,"Lianchuang Yunzhou, Yuehe Touzi",Early Stage Venture,,Series A,2,3000000,CNY,435433,,,,6000000,CNY,916896,Yes,,http://www.zhen-de.com/,,Early Stage Venture,,"434,025"
2017-05-12,Aier Eye Hospital is an eye hospital for blindness prevention and treatments.,Aier Eye Hospital,https://www.crunchbase.com/organization/aier-eye-hospital,"Eyewear, Health Care, Hospital","Taiyuan, Shanxi, China, Asia",Series A - Aier Eye Hospital,https://www.crunchbase.com/funding_round/aier-eye-hospital-series-a--7666a79b,2,"Shanghai Jinao Investment Management, Taiyuan Shixian Yiliao Industry Development Enterprise",Early Stage Venture,,Series A,2,10000000,CNY,1449506,,,,13000000,CNY,1885447,Yes,,https://www.lfaier0357.com/,,Early Stage Venture,,"434,838"
2017-04-26,QiCloud is an inlet flow channel and cloud services platform.,QiCloud,https://www.crunchbase.com/organization/qicloud,"Cloud Storage, Gaming, Software","Futian, Guangdong, China, Asia",Series B - QiCloud,https://www.crunchbase.com/funding_round/qicloud-series-b--b2f02cdc,2,"Hongfan Capital, Meridian Capital Asia",Early Stage Venture,,Series B,3,20000000,CNY,2901705,,,,33000000,CNY,4998826,Yes,,http://qicloud.com/,,Early Stage Venture,,"439,711"
2017-04-17,"SuperZero is a producer of virtual reality content for education, conventions, and exhibitions.",SuperZero,https://www.crunchbase.com/organization/superzero,"Content Creators, Education, Virtual Reality","Haidian, Beijing, China, Asia",Series B - SuperZero,https://www.crunchbase.com/funding_round/superzero-series-b--18caae46,2,"Juzhong Cehua, Yunhang Touzi",Early Stage Venture,,Series B,3,20000000,CNY,2911275,,,,33000000,CNY,4944376,Yes,,http://www.superzero.cn/,,Early Stage Venture,,"434,124"
2017-05-12,Third-party game download platform .,Easy to play,https://www.crunchbase.com/organization/easy-to-play,"Gaming, Internet, PC Games","Shanghai, Shanghai, China, Asia",Series A - Easy to play,https://www.crunchbase.com/funding_round/easy-to-play-series-a--ddc58db7,2,"Gibbic, X.D. Network",Early Stage Venture,,Series A,1,1500000000,CNY,217425966,,,,1500000000,CNY,217425966,Yes,,http://www.chuapp.com,Less than $1M,Early Stage Venture,,"434,912"
2017-04-01,JEENEW is a manufacturing service platform that offers system integration and body manufacturing.,JEENEW,https://www.crunchbase.com/organization/jeenew,"Hardware, Machinery Manufacturing, Manufacturing, Printing","Shenzhen, Guangdong, China, Asia",Series A - JEENEW,https://www.crunchbase.com/funding_round/jeenew-series-a--09646836,2,"Junsan Capital, SZ Capital",Early Stage Venture,,Series A,2,10000000,CNY,1451442,,,,13000000,CNY,1911606,Yes,,http://www.pybmv.com/,,Early Stage Venture,,"434,935"
2017-06-13,JUNPING is a personal skincare product manufacturer.,JUNPING,https://www.crunchbase.com/organization/junping,"Beauty, Consumer, Cosmetics, Manufacturing","Hangzhou, Zhejiang, China, Asia",Series A - JUNPING,https://www.crunchbase.com/funding_round/junping-series-a--167f6394,2,"Autobot Capital Partners, Qingsong Fund",Early Stage Venture,,Series A,2,20000000,CNY,2942215,,,,23000000,CNY,3428758,Yes,,http://www.junping.net,,Early Stage Venture,,"439,834"
2017-06-01,"Chongde Dongman is an animation company that offers animation works, character education products, and services.",Chongde Dongman,https://www.crunchbase.com/organization/chongde-dongman,"Animation, Education, Media and Entertainment","Shenzhen, Guangdong, China, Asia",Post-IPO Equity - Chongde Dongman,https://www.crunchbase.com/funding_round/chongde-dongman-post-ipo-equity--c021662b,2,"Sinowisdom, Xiyuan Investment",,,Post-IPO Equity,5,30000000,CNY,4405614,,,,111350000,CNY,17204261,Yes,,http://www.kz928.com,,IPO,,"439,850"
2017-06-14,CHONG XING is a platform that manages medical services and doctor-patient interactions.,CHONG XING,https://www.crunchbase.com/organization/chong-xing,"Health Care, Information Technology, Medical","Xuhui, Shanghai, China, Asia",Angel Round - CHONG XING,https://www.crunchbase.com/funding_round/chong-xing-angel--8348a16c,2,"New Hope Sichuan Venture Capital Fund, Shanghai Leitian Touzi Guanli Youxian Gongsi",Seed,,Angel,1,3000000,CNY,441790,,,,3000000,CNY,441790,Yes,,https://www.highwho.com,,Seed,,"435,614"
2017-05-10,Zhijian Meili is a 3D mobile game development company.,Zhijian Meili,https://www.crunchbase.com/organization/zhijian-meili,"3D Technology, Developer Platform, Gaming","Tongzhou, Beijing, China, Asia",Series A - Zhijian Meili,https://www.crunchbase.com/funding_round/zhijian-meili-series-a--9b1081ec,2,"Dazzling Star, Zhengqin Ziben",Early Stage Venture,,Series A,2,10000000,CNY,1448467,,,,13000000,CNY,1931386,Yes,,http://www.guhuozaiol.com/,,Early Stage Venture,,"435,620"
2017-05-04,LE9 HEALTH is a medical information solution company that provides clinical and scientific research data integration services.,LE9 HEALTH,https://www.crunchbase.com/organization/le9-health,"Health Care, Information Services, Medical","Xuhui, Shanghai, China, Asia",Series A - LE9 HEALTH,https://www.crunchbase.com/funding_round/le9-health-series-a--8a1a4f33,2,"Ameba Capital, Kunlun Medical Cloud Technology",Early Stage Venture,,Series A,2,10000000,CNY,1450200,,,,13000000,CNY,1906172,Yes,,http://www.le9health.com,,Early Stage Venture,,"439,937"
2017-06-08,EdgeCDN is a solution provider for streaming media distribution.,EdgeCDN,https://www.crunchbase.com/organization/edgecdn,"Cloud Computing, Information Technology, Wireless","Shenzhen, Guangdong, China, Asia",Seed Round - EdgeCDN,https://www.crunchbase.com/funding_round/edgecdn-seed--6a19edc4,2,"Mont Capital, Onroad Capital",Seed,,Seed,2,3000000,CNY,441434,,,,6000000,CNY,886553,Yes,,https://www.peerstar.cn/,,Seed,,"437,974"
2017-06-01,Yunhui Tianxia Technology is a manufacturer of distributed private cloud data storage device.,CHAINEDBOX,https://www.crunchbase.com/organization/chainedbox,"Cloud Storage, Hardware, Information Technology, Manufacturing","Haidian, Beijing, China, Asia",Series A - CHAINEDBOX,https://www.crunchbase.com/funding_round/chainedbox-series-a--ccdeb0ab,2,"5Y Capital, Xunlei",Early Stage Venture,,Series A,3,15000000,CNY,2202807,,,,22000000,CNY,3277512,Yes,,http://www.chainedbox.com/,,Early Stage Venture,,"438,077"
2017-04-01,Huoxing Wenhua is a short video marketing service provider.,Huoxing Wenhua,https://www.crunchbase.com/organization/huoxing-wenhua,"Advertising, Content, Marketing, Video","Beijing, Beijing, China, Asia",Series B - Huoxing Wenhua,https://www.crunchbase.com/funding_round/huoxing-wenhua-series-b--1c0b3a58,2,"D.Z Capital, Jiangsu Guangyi Guiren Guquan Touzi Jijin Guanli Youxian Gongsi",Early Stage Venture,,Series B,5,30000000,CNY,4354326,,,,125500000,CNY,18733368,Yes,,https://www.huox.tv/,,Early Stage Venture,,"438,146"
2017-04-11,oi-smart.com provides industrial cameras and 3D machine vision inspection solutions.,oi-smart.com,https://www.crunchbase.com/organization/oi-smart-com,"3D Technology, Electronics, Security","Suzhou, Jiangsu, China, Asia",Angel Round - oi-smart.com,https://www.crunchbase.com/funding_round/oi-smart-com-angel--6bc5801d,2,"Ningbo Haida Ruiying Equity Investment Management, Tongxing Caifu",Seed,,Angel,1,3000000,CNY,435307,,,,3000000,CNY,435307,Yes,,https://www.oi-smart.com/,,Seed,,"435,760"
2017-04-14,GEEWISE is an artificial intelligence technology that provides marketing solutions.,GEEWISE,https://www.crunchbase.com/organization/geewise,"Artificial Intelligence (AI), Cloud Computing, Marketing","Haidian, Beijing, China, Asia",Series A - GEEWISE,https://www.crunchbase.com/funding_round/geewise-series-a--9ea7495a,2,"Future Invest, Tianxing Capital",Early Stage Venture,,Series A,2,20000000,CNY,2903727,,,,23000000,CNY,3362293,Yes,,http://www.geewise.com/,,Early Stage Venture,,"435,151"
2017-04-17,Z-Cloud is a smart home product development company.,Z-Cloud,https://www.crunchbase.com/organization/z-cloud,"Hardware, Internet of Things, Smart Home","Shenzhen, Guangdong, China, Asia",Series A - Z-Cloud,https://www.crunchbase.com/funding_round/z-cloud-series-a--dcb91c00,2,"Jiyou Touzi, Shenzhen Yunchuang Tiancheng Keji Fuwu Co., Ltd",Early Stage Venture,,Series A,2,10000000,CNY,1455638,,,,13000000,CNY,1916107,Yes,,http://www.zcloud.net.cn,,Early Stage Venture,,"435,829"
2017-04-27,MONITORING creates disaster warning systems and emergency rescue equipment.,MEDO MONITORING,https://www.crunchbase.com/organization/medo-monitoring,"Information Technology, Intelligent Systems, Software","Shanghai, Shanghai, China, Asia",Series B - MEDO MONITORING,https://www.crunchbase.com/funding_round/medo-monitoring-series-b--c8381dcc,2,"GP Capital, KeyRoyal Capital",Early Stage Venture,,Series B,3,20000100,CNY,2899805,,,,33000100,CNY,4999141,Yes,,http://www.shmedo.cn,,Early Stage Venture,,"440,123"
2017-05-01,"Xiang + is an intelligent health service cabin with self-service sharing, health, and intelligent products and services.",Xiang +,https://www.crunchbase.com/organization/xiang,"Customer Service, Health Care, Medical","Beijing, Beijing, China, Asia",Series A - Xiang +,https://www.crunchbase.com/funding_round/xiang-series-a--051e629d,2,"DHVC, Skyview Fund",Early Stage Venture,,Series A,1,20000000,CNY,2900905,,,,20000000,CNY,2900905,Yes,,https://www.xiangshuispace.com,,Early Stage Venture,,"440,129"
2017-03-30,"Taivex Mhealth provides commercial insurance, mobile communication and medical information services.",Taivex Mhealth,https://www.crunchbase.com/organization/taivex-mhealth,"Financial Services, Health Care, Insurance, Medical","Xuhui, Shanghai, China, Asia",Series B - Taivex Mhealth,https://www.crunchbase.com/funding_round/taivex-mhealth-series-b--65308e03,2,"Shenzhen Fanlong Investment Management, Yili Investment",Early Stage Venture,,Series B,3,20000000,CNY,2903242,,,,33000000,CNY,4884691,Yes,,http://www.taivexmhealth.com,,Early Stage Venture,,"435,398"
2017-04-14,TzxStar provides catering and restaurant information services.,TzxStar,https://www.crunchbase.com/organization/tzxstar,"Catering, Restaurants, Service Industry","Beijing, Beijing, China, Asia",Series B - TzxStar,https://www.crunchbase.com/funding_round/tzxstar-series-b--0792cfc2,2,"Meituan, Qinxing Technology",Early Stage Venture,,Series B,4,20000000,CNY,2903727,,,,83000000,CNY,12962448,Yes,,http://www.tzx.com.cn/,,M&A,,"435,530"
2017-06-19,Lele Yi is an online medical consulting and service platform.,Lele Yi,https://www.crunchbase.com/organization/lele-yi,"Consulting, Health Care, Medical, Online Portals","Chengdu, Sichuan, China, Asia",Seed Round - Lele Yi,https://www.crunchbase.com/funding_round/lele-yi-seed--99342873,2,"Fullshare Group, Sichuan Hongbo Equity Investment Fund Management",Seed,,Seed,1,25000000,CNY,3665743,,,,25000000,CNY,3665743,Yes,,http://www.leley.com/,,Seed,,"435,842"
2017-06-06,iDutyFree is an overseas duty-free shopping e-commerce platform.,iDutyFree,https://www.crunchbase.com/organization/idutyfree,"Consumer Goods, E-Commerce, Service Industry","Shenzhen, Guangdong, China, Asia",Angel Round - iDutyFree,https://www.crunchbase.com/funding_round/idutyfree-angel--d6bd93dc,2,"Bohai Rongtong Trading, Qianhai Hongcheng Zichan",Seed,,Angel,1,3000000,CNY,441406,,,,3000000,CNY,441406,Yes,,https://www.idf66.com/,,Seed,,"435,872"
2017-03-27,Basic Concepts designs and manufactures smart bicycles.,Jiben Gainian,https://www.crunchbase.com/organization/jiben-gainian,"Automotive, Manufacturing, Transportation","Shanghai, Shanghai, China, Asia",Series B - Jiben Gainian,https://www.crunchbase.com/funding_round/jiben-gainian-series-b--f70da01e,2,"Allin Capital, Toutoushidao Capital",Early Stage Venture,,Series B,3,20000000,CNY,2910594,,,,7434686,USD,7434686,Yes,,http://www.bi-ci.com/,,Early Stage Venture,,"436,348"
2017-04-18,Jinba Chuanmei is a financial integrated marketing and communication service platform.,Jinba Chuanmei,https://www.crunchbase.com/organization/jinba-chuanmei,"Advertising, Financial Services, Information Services, Marketing","Beijing, Beijing, China, Asia",Series A - Jinba Chuanmei,https://www.crunchbase.com/funding_round/jinba-chuanmei-series-a--2ca13cab,2,"Gaowei Ziben, Tong Chen",Early Stage Venture,,Series A,2,11000000,CNY,1598210,,,,13000000,CNY,1897255,Yes,,http://www.jinrongbaguanv.com/,,Early Stage Venture,,"436,352"
2017-04-21,KUAINIU offers crowdsourced logistics services to grocery stores and restaurants.,KUAINIU,https://www.crunchbase.com/organization/kuainiu,"Delivery, Food Delivery, Logistics","Haidian, Beijing, China, Asia",Series A - KUAINIU,https://www.crunchbase.com/funding_round/kuainiu-series-a--1effaf9e,2,"Cherubic Ventures, Prestige Angel",Early Stage Venture,,Series A,3,10000000,CNY,1452496,,,,13000000,CNY,1923926,Yes,,http://www.yeemu.cn/,,Early Stage Venture,,"436,546"
2017-06-01,Kuaimeizhuang is a fashion content blogger and brand marketing service.,Kuaimeizhuang,https://www.crunchbase.com/organization/kuaimeizhuang,"Advertising, Brand Marketing, Digital Media, Fashion","Shenzhen, Guangdong, China, Asia",Series B - Kuaimeizhuang,https://www.crunchbase.com/funding_round/kuaimeizhuang-series-b--042206b4,2,"Meridian Capital Asia, Qianhai Fund of Funds",Early Stage Venture,,Series B,4,60000000,CNY,8811227,,,,113000000,CNY,16930296,Yes,,http://www.kuaimeizhuang.com,,Early Stage Venture,,"436,564"
2017-05-18,Beijing Meifujia Media Technology is a short video clips copyright transaction service provider.,Beijing Meifujia Media Technology,https://www.crunchbase.com/organization/mf-ji-shi,"Digital Entertainment, Digital Media, Video","Wangjing, Beijing, China, Asia",Series A - Beijing Meifujia Media Technology,https://www.crunchbase.com/funding_round/mf-ji-shi-series-a--14073c4d,2,"Newrank.cn, We Capital",Early Stage Venture,,Series A,2,10000000,CNY,1451358,,,,13000000,CNY,1901248,Yes,,http://www.ipmfj.com/,,Early Stage Venture,,"436,586"
2017-03-24,Villa d' Roman is a provider of wedding and decoration services.,Villa d' Roman,https://www.crunchbase.com/organization/villa-d-roman,"Consumer, Service Industry, Wedding","Baoshan, Shanghai, China, Asia",Series A - Villa d' Roman,https://www.crunchbase.com/funding_round/villa-d-roman-series-a--627d6123,2,"Qianhai Fund of Funds, Zhenghan Investment",Early Stage Venture,,Series A,1,10000000,CNY,1453932,,,,10000000,CNY,1453932,Yes,,http://www.r-bride.net,,Early Stage Venture,,"436,613"
2017-04-06,Aoga Technology is a VR game development service provider.,Aoga Technology,https://www.crunchbase.com/organization/aoga-technology,"Gaming, Virtual Reality","Fengtai, Beijing, China, Asia",Angel Round - Aoga Technology,https://www.crunchbase.com/funding_round/aoga-technology-angel--752d08a4,2,"Aoying Wangluo, Creation Venture Partners",Seed,,Angel,1,3000000,CNY,434928,,,,3000000,CNY,434928,Yes,,http://www.aoga-vr.com,,Seed,,"436,945"
2017-06-05,"Sanwenyu provides users with information about comic entertainment, film, television, and animation industry.",Sanwenyu,https://www.crunchbase.com/organization/sanwenyu,"Animation, Comics, News","Beijing, Beijing, China, Asia",Series A - Sanwenyu,https://www.crunchbase.com/funding_round/sanwenyu-series-a--74a0ad89,2,"Bilibili, Great Chiliocosm Capital",Early Stage Venture,,Series A,2,10000000,CNY,1469827,,,,13000000,CNY,1952934,Yes,,http://www.3wyu.com,,Early Stage Venture,,"438,506"
2017-04-07,KJY is a platform to promote cross-border e-commerce development.,KJY,https://www.crunchbase.com/organization/kjy,"Business Development, E-Commerce, Information Services","Nanshanqu, Guangdong, China, Asia",Post-IPO Equity - KJY,https://www.crunchbase.com/funding_round/kjy-post-ipo-equity--c293fc8e,2,"Global Top E-Commerce, Zhongshang Guoneng Group",,,Post-IPO Equity,2,50800000,CNY,7357787,,,,51300000,CNY,7438587,Yes,,http://www.kjy.com,,IPO,,"437,051"
2017-05-16,Binbinyouli is an internet media that discusses relationship and career problems that young women often encountered.,Binbin Youli,https://www.crunchbase.com/organization/binbin,"Internet, Media and Entertainment, Video","Beijing, Beijing, China, Asia",Series A - Binbin Youli,https://www.crunchbase.com/funding_round/binbin-series-a--1d17ca7b,2,"Koala Fund, Yijin Yuhui",Early Stage Venture,,Series A,2,20000000,CNY,2903305,,,,23000000,CNY,3376766,Yes,,http://www.binbinyl.com,,Early Stage Venture,,"436,736"
2017-03-29,Mr Shoes is a footwear care company.,Mr Shoes,https://www.crunchbase.com/organization/mr-shoes,"Consumer, Shoes, Textiles","Changping, Beijing, China, Asia",Angel Round - Mr Shoes,https://www.crunchbase.com/funding_round/mr-shoes-angel--1e22190e,2,"Haier, Shenzhen Investment Holdings",Seed,,Angel,1,3000000,CNY,435404,,,,3000000,CNY,435404,Yes,,http://www.mrshoes.cn,,Seed,,"436,737"
2017-04-05,Metro Health is an artificial intelligence company that concentrate on the medical and science sectors.,Metro Health,https://www.crunchbase.com/organization/metro-health,"Artificial Intelligence (AI), Health Care, Medical","Suzhou, Jiangsu, China, Asia",Angel Round - Metro Health,https://www.crunchbase.com/funding_round/metro-health-angel--7de38223,2,"Bioclub, Cheetah Mobile",Seed,,Angel,1,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,http://www.yhxhealth.com/,,Seed,,"436,744"
2017-05-04,Realscloud Technology is a software development company for the automotive industry.,"Realscloud Technology Co., Ltd.",https://www.crunchbase.com/organization/realscloud-technology-co-ltd,"Automotive, Internet, Software","Panyu, Guangdong, China, Asia","Angel Round - Realscloud Technology Co., Ltd.",https://www.crunchbase.com/funding_round/realscloud-technology-co-ltd-angel--d257206d,2,"Eagles Fund, Haochejiadao",Seed,,Angel,1,6000000,CNY,870120,,,,6000000,CNY,870120,Yes,,https://www.realscloud.com/,,Seed,,"436,799"
2017-06-12,FORWARD Autotronic is a developer of software products for the automotive electronics industry.,FORWARD Autotronic,https://www.crunchbase.com/organization/forward-autotronic,"Automotive, Electronics, Software","Shenzhen, Guangdong, China, Asia",Angel Round - FORWARD Autotronic,https://www.crunchbase.com/funding_round/forward-autotronic-angel--73f87308,2,"Hongli Innovation Investment, Shuke Touzi",Seed,,Angel,1,3000000,CNY,441202,,,,3000000,CNY,441202,Yes,,,,Seed,,"436,850"
