Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-11-30,Gewei Semiconductor is a manufacturer of efficient analog and analog-digital hybrid chips.,Gewei Semiconductor,https://www.crunchbase.com/organization/gewei-semiconductor,"Application Specific Integrated Circuit (ASIC), Manufacturing, Semiconductor","Xiamen, Fujian, China, Asia",Series B - Gewei Semiconductor,https://www.crunchbase.com/funding_round/gewei-semiconductor-series-b--372eb8bf,5,"CDH Investments, GigaDevice, Jiaxing SAIC Chuangyong Equity Investment, Long Capital, Tangxing Capital",Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,https://www.gmdsemi.com,,Early Stage Venture,,"39,411",
2023-11-24,Guangxing Technology is a die-casting mold manufacturer.,Guangxing Technology,https://www.crunchbase.com/organization/guangxing-technology,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Guangzhou, Guangdong, China, Asia",Venture Round - Guangxing Technology,https://www.crunchbase.com/funding_round/guangxing-technology-series-unknown--2325082d,8,"CICC Capital, Galaxy Yuanhui Investment, Greater Bay Area Homeland Development Fund, Guangzhou Finance Holdings, Guotiao Zhanxin, Huatai Capital, Industrial Machinery Fund, Infore Capital",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.gzmould.com,,,,"39,526",
2023-11-20,Shenshi Energy Saving Technology engages in the development and sales of heat exchangers.,Teks.Co.Id,https://www.crunchbase.com/organization/shenshi-energy-saving-technology,"Advanced Materials, Industrial, Manufacturing","Hangzhou, Zhejiang, China, Asia",Venture Round - Teks.Co.Id,https://www.crunchbase.com/funding_round/shenshi-energy-saving-technology-series-unknown--eb348fa2,9,"Beiqi Foton Motor Co., GoldStone Investment, Guobang Pharma, Jiande Direct Investment Fund, Jinxingzhi, V Fund Management, Xinyangfeng Group, Yinxinggu Capital, Zhejiang Energy Juhua Fund",,,Venture - Series Unknown,2,200000000,CNY,27899450,,,,200000000,CNY,27899450,Yes,,https://teks.co.id/,,,,"39,532",
2023-11-24,Jiuyao Optoelectronics is a developer of trans-perovskite solar cells with an emphasis on perovskite material technologies.,Jiuyao Optoelectronics,https://www.crunchbase.com/organization/jiuyao-optoelectronics,"Battery, Energy, Manufacturing, Solar","Wuhan, Hubei, China, Asia",Angel Round - Jiuyao Optoelectronics,https://www.crunchbase.com/funding_round/jiuyao-optoelectronics-angel--cf3bfa2a,3,"ShengJing360, String Capital, Tsinghua Holdings Capital",Seed,,Angel,1,,,,,,,,,,Yes,,https://www.91pvksolar.com,,Seed,3,"39,533",
2023-11-23,Bitong Semiconductor is a full-service high-tech company that specializes in installing and troubleshooting equipment.,Bitong Semiconductor,https://www.crunchbase.com/organization/bitong-semiconductor,"Advanced Materials, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Venture Round - Bitong Semiconductor,https://www.crunchbase.com/funding_round/bitong-semiconductor-series-unknown--3b90a97f,8,"GP Capital, Grand Yangtze Capital, Juntong Capital, Leaguer Venture Capital, SAIF Management, Sanyuan Capital, Shanghai STVC Group, Zhejiang Development Assets",,,Venture - Series Unknown,1,500000000,CNY,70464218,,,,500000000,CNY,70464218,Yes,,http://www.betonetech.com,$1M to $10M,,,"39,540",
2023-11-23,Micromoo Medical manufactures robotic ophthalmic surgery systems.,Micromoo Medical,https://www.crunchbase.com/organization/micromoo-medical,"Manufacturing, Medical, Robotics","Guangzhou, Guangdong, China, Asia",Seed Round - Micromoo Medical,https://www.crunchbase.com/funding_round/micromoo-medical-seed--22e8bb69,3,"Minggui Capital, Qianzi Fortune, Shuling Capital",Seed,,Seed,1,,,,,,,,,,Yes,,,,Seed,2,"39,608",
2023-12-01,EBaoQuan is an electronic data storage company.,ebaoquan.org,https://www.crunchbase.com/organization/ebaoquan-org,"Blockchain, Electronics, Finance, Software","Jiangbei, Chongqing, China, Asia",Series A - ebaoquan.org,https://www.crunchbase.com/funding_round/ebaoquan-org-series-a--134a91e9,1,Chongqing Liangjiang New Area Development & Investment Group,Early Stage Venture,Chongqing Liangjiang New Area Development & Investment Group,Series A,2,,,,,,,3000000,CNY,487211,Yes,,https://www.ebaoquan.org/,,Early Stage Venture,,"39,721",
2023-11-28,Yiqile is a cultural service platform that focuses on the upstream and downstream of culture and life services for young and elderly people.,Yiqile,https://www.crunchbase.com/organization/yiqile,"Art, Music, Performing Arts","Hangzhou, Zhejiang, China, Asia",Corporate Round - Yiqile,https://www.crunchbase.com/funding_round/yiqile-corporate-round--265271ba,1,UniTTEC,,UniTTEC,Corporate Round,1,10000000,CNY,1413667,,,,10000000,CNY,1413667,Yes,,,,,,"39,765",
2023-11-15,Xinqin Microelectronics is a semiconductor wafer manufacturing company that focuses on producing special electronic materials.,Xinqin Microelectronics,https://www.crunchbase.com/organization/xinqin-microelectronics,"Advanced Materials, Electronics, Manufacturing, Semiconductor","Jinhua, Zhejiang, China, Asia",Series A - Xinqin Microelectronics,https://www.crunchbase.com/funding_round/xinqin-microelectronics-series-a--bf9c2d75,1,Addor Capital,Early Stage Venture,Addor Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"39,861",
2023-11-13,Yiqiyang Food is a food supplier company that focuses on mutton sheep breed improvement and commercial breeding.,Yiqiyang Food,https://www.crunchbase.com/organization/yiqiyang-food,"Food Processing, Retail, Supply Chain Management","Changchun, Jilin, China, Asia",Angel Round - Yiqiyang Food,https://www.crunchbase.com/funding_round/yiqiyang-food-angel--14f22076,1,Zhengzhou Yueda Technology Equipment Co.,Seed,Zhengzhou Yueda Technology Equipment Co.,Angel,1,10000000,CNY,1371742,,,,10000000,CNY,1371742,Yes,,,,Seed,,"39,870",
2023-11-14,Precedo Biomedical is a high-tech business that specializes in industrial safety & national strategic biosafety.,Precedo Biomedical,https://www.crunchbase.com/organization/precedo,"Biotechnology, Product Research","Hefei, Anhui, China, Asia",Series B - Precedo Biomedical,https://www.crunchbase.com/funding_round/precedo-series-b--60be3592,1,Sunland Fund,Early Stage Venture,Sunland Fund,Series B,1,100000000,CNY,13787208,,,,100000000,CNY,13787208,Yes,,http://www.precedo.cn,,Early Stage Venture,,"39,872",
2023-11-14,Slow Sugar Home is a health technology service provider.,Slow Sugar Home,https://www.crunchbase.com/organization/slow-sugar-home,"Health Care, Health Diagnostics, Medical","Longhua, Guangdong, China, Asia",Angel Round - Slow Sugar Home,https://www.crunchbase.com/funding_round/slow-sugar-home-angel--c0f306e9,1,Cyanhill Capital,Seed,Cyanhill Capital,Angel,2,,,,,,,,,,Yes,,,,Seed,,"39,863",
2023-11-14,Chongqing Yuyan is a biomedical innovation and medical beauty product research and development company.,Chongqing Yuyan,https://www.crunchbase.com/organization/chongqing-yuyan,"Beauty, Biopharma, Product Research","Beibei, Chongqing, China, Asia",Series B - Chongqing Yuyan,https://www.crunchbase.com/funding_round/chongqing-yuyan-series-b--4be1149c,4,"Gongshu State Investment, Hangzhou Capital, Huadong Medicine, Xinkeli Meishan",Early Stage Venture,,Series B,1,300000000,CNY,41361625,3200011666,CNY,441192272,300000000,CNY,41361625,Yes,,,,Early Stage Venture,,"39,880",
2023-11-24,Jianglai Pets is a one-stop service provider for pet products.,Jianglai Pets,https://www.crunchbase.com/organization/jianglai-pets,"Animal Feed, Consumer Goods, Pet","Shenzhen, Guangdong, China, Asia",Angel Round - Jianglai Pets,https://www.crunchbase.com/funding_round/jianglai-pets-angel--26dff571,1,LongLine Capital,Seed,LongLine Capital,Angel,1,1000000,CNY,141004,49000000,CNY,6909193,1000000,CNY,141004,Yes,,https://www.teknikbudidaya.com,,Seed,,"39,984",
2023-11-09,Bang Er Orthopedic is a Hangzhou based healthcare company.,Bang Er Orthopedic,https://www.crunchbase.com/organization/bang-er-orthopedic,"Health Care, Medical","Hangzhou, Zhejiang, China, Asia",Series E - Bang Er Orthopedic,https://www.crunchbase.com/funding_round/bang-er-orthopedic-series-e--1d93eec1,6,"C&D Emerging Investment, China Pacific Insurance, Gaoyuan Capital, Lake Bleu Capital, October Capital, Sunshine Insurance Group",Late Stage Venture,C&D Emerging Investment,Series E,8,800000000,CNY,109840320,,,,1625500000,CNY,235063099,Yes,,http://www.zjbanger.com/,,Late Stage Venture,,"40,015",
2023-11-28,Weacar is an online car trading platform that focuses on driving industry efficiency revolution.,Weacar,https://www.crunchbase.com/organization/weacar,"Blockchain, E-Commerce, Leasing, Mobile Payments","Hangzhou, Zhejiang, China, Asia",Venture Round - Weacar,https://www.crunchbase.com/funding_round/weacar-series-unknown--dad67767,1,Yuhang state Investment,,Yuhang state Investment,Venture - Series Unknown,3,200000000,CNY,28273347,,,,31180547,USD,31180547,Yes,,http://www.weacar.com/,$10M to $50M,,,"40,017",
2023-11-17,Bionic Intelligent Suspension is a provider of intelligent chassis suspension solutions.,Bionic Intelligent Suspension,https://www.crunchbase.com/organization/bionic-intelligent-suspension,"Automotive, Mechanical Design","Wuxi, Anhui, China, Asia",Seed Round - Bionic Intelligent Suspension,https://www.crunchbase.com/funding_round/bionic-intelligent-suspension-seed--28baa405,1,Wuxi Capital,Seed,Wuxi Capital,Seed,1,,,,,,,,,,Yes,,http://www.bistec.cn,,Seed,,"40,067",
2023-11-16,Yuanchu Technology is a pioneer in the storage and exploitation of carbon dioxide chemical chain mineralization technology.,Yuanchu Technology,https://www.crunchbase.com/organization/yuanchu-technology,"Chemical, Environmental Engineering","Beijing, Beijing, China, Asia",Seed Round - Yuanchu Technology,https://www.crunchbase.com/funding_round/yuanchu-technology-seed--6826bee9,1,GeniLink Capital,Seed,GeniLink Capital,Seed,1,,,,,,,,,,Yes,,https://www.yuanchutech.cn,,Seed,,"40,072",
2023-11-16,Taihu Energy Valley is a smart energy storage platform that begins with a lead-carbon battery energy storage system.,Taihu Energy Valley,https://www.crunchbase.com/organization/taihu-energy-valley,"Battery, Energy","Changxing, Zhejiang, China, Asia",Series C - Taihu Energy Valley,https://www.crunchbase.com/funding_round/taihu-energy-valley-series-c--ca8542a3,3,"CICC Capital, Dehe Capital, SPIC",Late Stage Venture,CICC Capital,Series C,1,,,,,,,,,,Yes,,http://www.taihuelectric.com,,Late Stage Venture,1,"40,078",
2023-11-17,Huachi Kinetic Energy is an energy storage technology company that specializes in the development of flywheel energy storage solutions.,Huachi Kinetic Energy,https://www.crunchbase.com/organization/huachi-kinetic-energy,"Battery, Energy Management, Energy Storage","Tongzhou, Beijing, China, Asia",Venture Round - Huachi Kinetic Energy,https://www.crunchbase.com/funding_round/huachi-kinetic-energy-series-unknown--70b0f630,1,Essence Securities,,Essence Securities,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.huachidongneng.com,,,1,"40,077",
2024-01-01,"Cohenius Microelectronics is a semiconductor company that develops, designs, produces, and sells gallium nitride (GaN) devices.",Cohenius Microelectronics,https://www.crunchbase.com/organization/cohenius-microelectronics,"Application Specific Integrated Circuit (ASIC), Electronics, Semiconductor","Qingdao, Fujian, China, Asia",Series A - Cohenius Microelectronics,https://www.crunchbase.com/funding_round/cohenius-microelectronics-series-a--c117e1a5,4,"Beijing Beigong Huaiwei Sensing Technology Equity Investment Fund, Huzhou CICC Qihe Equity Investment, Huzhou Talent Innovation Equity Investment Fund Partnership, Ziyang CICC Qiyang Industrial Development Fund",Early Stage Venture,,Series A,1,170000000,CNY,24016048,,,,170000000,CNY,24016048,Yes,,https://www.cohenius.com,,Early Stage Venture,,"40,192",
2023-12-11,Baseus Technology is a new digital brand. Committed to creating a more efficient and convenient new living experience.,Baseus Technology,https://www.crunchbase.com/organization/baseus-technology,"Consumer Electronics, E-Commerce, Electronics","Shenzhen, Guangdong, China, Asia",Series A - Baseus Technology,https://www.crunchbase.com/funding_round/baseus-technology-series-a--8c7458fe,4,"Gaorong Capital, Guangzhou Yuexiu Industrial Investment Fund, Shenzhen Capital Group, Xiamen C&D Emerging Industry Equity Investment",Early Stage Venture,Shenzhen Capital Group,Series A,2,,,,,,,,,,Yes,,https://www.baseus.com/,$10M to $50M,Early Stage Venture,4,"40,219",
2023-11-20,Kuanfen Technology Realcome is a brand of AI virtual bloggers that focuses on the use of various AI technologies.,Kuanfen Technology Realcome,https://www.crunchbase.com/organization/kuanfen-technology-realcome,"Artificial Intelligence (AI), Digital Entertainment","Fengtai, Beijing, China, Asia",Seed Round - Kuanfen Technology Realcome,https://www.crunchbase.com/funding_round/kuanfen-technology-realcome-seed--392c89c0,1,Sirius Capital,Seed,Sirius Capital,Seed,1,10000000,CNY,1394973,,,,10000000,CNY,1394973,Yes,,http://realcome.com.cn,,Seed,,"40,233",
2023-11-24,Tianyongcheng offers an expert line of products as well as high-quality services.,Tianyongcheng,https://www.crunchbase.com/organization/tianyongcheng,"Chemical, Manufacturing","Changzhou, Zhejiang, China, Asia",Series B - Tianyongcheng,https://www.crunchbase.com/funding_round/tianyongcheng-series-b--9004fd2a,1,Zhaoxi Capital,Early Stage Venture,Zhaoxi Capital,Series B,1,,,,,,,,,,Yes,,http://www.goloho.com.cn,,Early Stage Venture,1,"40,241",
2023-12-11,"Hongyang Quartz is a quartz product producer that focuses on quartz sand purification, photovoltaic semiconductor materials, and devices.",Hongyang Quartz,https://www.crunchbase.com/organization/hongyang-quartz,"Advanced Materials, Industrial Manufacturing","Lianyungang, Jiangsu, China, Asia",Series B - Hongyang Quartz,https://www.crunchbase.com/funding_round/hongyang-quartz-series-b--a147166e,1,MultiGo Capital,Early Stage Venture,MultiGo Capital,Series B,1,100000000,CNY,13937088,,,,100000000,CNY,13937088,Yes,,https://www.quartzhy.com,,Early Stage Venture,,"40,859",
2023-12-14,"HPY Sorting manufactures environmentally friendly, cost-cutting, efficient intelligent ore sorting machines.",HPY Sorting,https://www.crunchbase.com/organization/hpy-sorting,"Industrial, Machinery Manufacturing, Mining","Ganzhou, Jiangxi, China, Asia",Series C - HPY Sorting,https://www.crunchbase.com/funding_round/hpy-sorting-series-c--2c5a24ea,3,"GSR United Capital, Jiangtong Ziben, Shenwan Innovation Investment",Late Stage Venture,GSR United Capital,Series C,3,100000000,CNY,14130281,,,,210700000,CNY,30275876,Yes,,https://hpysorting.com,,Late Stage Venture,,"40,909",
2023-10-31,"Particle Cloud develops products and intelligent equipment in the field of bioengineering, healthcare, and advanced manufacturing.",Particle Cloud,https://www.crunchbase.com/organization/particle-cloud,"Biotechnology, Health Care, Information Technology, Manufacturing","Hangzhou, Zhejiang, China, Asia",Series B - Particle Cloud,https://www.crunchbase.com/funding_round/particle-cloud-series-b--c217e136,3,"Capitech, Tianhong Huacheng, Zhengxin Capital",Early Stage Venture,"Capitech, Tianhong Huacheng, Zhengxin Capital",Series B,1,,,,,,,,,,Yes,,http://www.particlecloud.cn/,$10M to $50M,Early Stage Venture,,"41,025",
2023-11-10,Shuyun is a digital operation technology company.,Shuyun,https://www.crunchbase.com/organization/shuyun,"Digital Marketing, Service Industry, Software","Hangzhou, Zhejiang, China, Asia",Series D - Shuyun,https://www.crunchbase.com/funding_round/shuyun-series-d--e5411cb3,1,Forebright Capital,Late Stage Venture,Forebright Capital,Series D,7,100000000,CNY,13718174,,,,36761706,USD,36761706,Yes,,http://www.shuyun.com,,Late Stage Venture,,"41,096",
2024-01-02,Sunshine Hydrogen designs and manufactures its own PWM hydrogen production power supply.,Sunshine Hydrogen,https://www.crunchbase.com/organization/sunshine-hydrogen,"Manufacturing, Power Grid","Beijing, Beijing, China, Asia",Series A - Sunshine Hydrogen,https://www.crunchbase.com/funding_round/sunshine-hydrogen-series-a--3234cfe9,8,"China Merchants Venture Capital, Eastern Bell Capital, Haomai Fund of Funds, Hefei Renfa New Energy Investment, Hillhouse Ventures, Legend Capital, Shanghai Lingang Hydrogen Energy Fund, Zhongsu Capital",Early Stage Venture,Legend Capital,Series A,1,660000000,CNY,92962984,,,,660000000,CNY,92962984,Yes,,,,Early Stage Venture,,"41,110",
2023-10-27,Dezhi New Materials is an equipment manufacturing company that specializes in silicon carbide coatings and ceramic composite materials.,Dezhi New Materials,https://www.crunchbase.com/organization/dezhi-new-materials,"Advanced Materials, Manufacturing, Semiconductor","Hunan, Fujian, China, Asia",Venture Round - Dezhi New Materials,https://www.crunchbase.com/funding_round/dezhi-new-materials-series-unknown--5b82db8c,9,"BOCOM International, Broad Vision Funds, China Venture Capital, CITIC Securities, CRRC Capital, Guoshun Investment, Hua Ventures, Oriza Prior, Shanxi Securities Investment",,"Broad Vision Funds, China Venture Capital, Hua Ventures, Oriza Prior",Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.hndezhi.com,,,,"41,203",
2023-11-20,Ruotuo Bio is a biopharmaceutical company that specializes in the development of drug research for tumors and autoimmune diseases.,Ruotuo Bio,https://www.crunchbase.com/organization/ruotuo-bio,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China, Asia",Corporate Round - Ruotuo Bio,https://www.crunchbase.com/funding_round/ruotuo-bio-corporate-round--fea96748,1,Shanghai Junshi Biosciences,,Shanghai Junshi Biosciences,Corporate Round,1,,,,,,,,,,Yes,,,,,,"41,209",
2024-01-01,"Hithium Energy Storage is a tech enterprise, specializing in the R&D, production, and sales of lithium-ion battery core materials.",Hithium Energy Storage,https://www.crunchbase.com/organization/hithium,"Advanced Materials, Battery, Energy Storage, Manufacturing","Xiamen, Fujian, China, Asia",Private Equity Round - Hithium Energy Storage,https://www.crunchbase.com/funding_round/hithium-private-equity--d0690379,1,Xicheng Zhiyuan,Private Equity,,Private Equity,4,,,,,,,6500000000,CNY,898600543,Yes,,https://heyofertas.com/,$500M to $1B,Private Equity,,"41,308",
2023-11-17,Jingqin Intelligent Manufacturing is an innovative technology company that specializes in developing surgical instruments in medical field.,Jingqin Intelligent Manufacturing,https://www.crunchbase.com/organization/jingqin-intelligent-manufacturing,"Intelligent Systems, Manufacturing, Medical Device","Suzhou, Jiangsu, China, Asia",Angel Round - Jingqin Intelligent Manufacturing,https://www.crunchbase.com/funding_round/jingqin-intelligent-manufacturing-angel--5d1684f4,2,"Dalton Venture, Suzhou High-tech Zone Science and Technology Angel Fund",Seed,Dalton Venture,Angel,1,,,,,,,,,,Yes,,,,Seed,,"41,543",
2023-12-25,Boonray is a global leader in ubiquitous robotics.,Boonray,https://www.crunchbase.com/organization/boonray,"Enterprise, Robotics","Shanghai, Shanghai, China, Asia",Series B - Boonray,https://www.crunchbase.com/funding_round/boonray-series-b--31259f2d,3,"Jinshui Lake Venture Capital, Jiuzhi Ziben, Rongxi Venture",Early Stage Venture,,Series B,2,100000000,CNY,14012471,,,,100000000,CNY,14012471,Yes,,https://www.boonray.com/,$100M to $500M,Early Stage Venture,2,"41,566",
2023-12-18,Suzhou Xinrui Technology is a semiconductor equipment research and development company.,Wiseetec,https://www.crunchbase.com/organization/wiseetec,"Application Specific Integrated Circuit (ASIC), Semiconductor","Suzhou, Jiangsu, China, Asia",Series B - Wiseetec,https://www.crunchbase.com/funding_round/wiseetec-series-b--820dda78,6,"Beijing Huafang Investment, Fortune Fountain Capital, Sky9 Capital, Sunic Capital, SZHTI Group, Zhuoyuan Capital",Early Stage Venture,,Series B,2,100000000,CNY,14019347,,,,200000000,CNY,28072186,Yes,,https://www.wiseetec.com/sy,,Early Stage Venture,,"41,980",
2023-11-17,Zero Koda Technology is a provider of smart factory solutions.,Zero Koda Technology,https://www.crunchbase.com/organization/zero-koda-technology,"Automotive, Industrial Manufacturing","Wuxi Shi, Jiangsu, China, Asia",Angel Round - Zero Koda Technology,https://www.crunchbase.com/funding_round/zero-koda-technology-angel--f0e97d36,2,"Kunde, Yongyou Industrial Investment",Seed,Yongyou Industrial Investment,Angel,1,,,,,,,,,,Yes,,,,Seed,,"42,151",
2023-11-16,Tongxing Intelligence is a high-tech R&D enterprise focusing on automotive electronics and smart home.,Tongxing Intelligence,https://www.crunchbase.com/organization/tongxing-intelligence,"Automotive, Electronics, Information Technology, Simulation","Jiading, Shanghai, China, Asia",Series A - Tongxing Intelligence,https://www.crunchbase.com/funding_round/tongxing-intelligence-series-a--cce50bd4,2,"Harvest Capital, SDIC Fund Management",Early Stage Venture,SDIC Fund Management,Series A,3,100000000,CNY,13808340,,,,100000000,CNY,13808340,Yes,,http://www.tosunai.cn,,Early Stage Venture,,"42,141",
2023-12-05,NextVPU offers embedded AI solutions for most of the smart devices and applications.,NextVPU,https://www.crunchbase.com/organization/nextvpu,"Artificial Intelligence (AI), Semiconductor","Shanghai, Shanghai, China, Asia",Series D - NextVPU,https://www.crunchbase.com/funding_round/nextvpu-series-d--4b84ccac,1,Huashan Capital,Late Stage Venture,Huashan Capital,Series D,7,200000000,CNY,27985336,,,,808000000,CNY,113973183,Yes,,http://nextvpu.com/,,Late Stage Venture,1,"42,317",
2023-11-15,Qixin Mold is a mold manufacturing service provider committed to die-casting and mold technology research and development.,Qixin Mold,https://www.crunchbase.com/organization/qixin-mold,"Hardware, Manufacturing","Foshan, Guangdong, China, Asia",Series B - Qixin Mold,https://www.crunchbase.com/funding_round/qixin-mold-series-b--8fff6e86,3,"Hongnuo Venture Capital, Midea Capital, TopoScend Capital",Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,https://www.fsqxmj.com,,Early Stage Venture,,"42,629",
2023-11-14,Chixin Microelectronics is a supplier of silicon carbide plastic power module testing and packaging services.,Chixin Microelectronics,https://www.crunchbase.com/organization/chixin-microelectronics,"Manufacturing, Packaging Services, Usability Testing","Suzhou, Jiangsu, China, Asia",Seed Round - Chixin Microelectronics,https://www.crunchbase.com/funding_round/chixin-microelectronics-seed--aaaa9533,4,"Addor Capital, Endufa Automotive Systems, Nachuan Tonghe Fund, Zhongguancun Collaborative Innovation Fund",Seed,,Seed,1,,,,,,,,,,Yes,,,,Seed,,"42,608",
2023-12-07,Zhentai Biotechnology is a manufacturer of medical aesthetic raw materials.,Zhentai Biotechnology,https://www.crunchbase.com/organization/zhentai-biotechnology,"Biotechnology, Manufacturing","Guangzhou, Guangdong, China, Asia",Angel Round - Zhentai Biotechnology,https://www.crunchbase.com/funding_round/zhentai-biotechnology-angel--6d8d1b8d,1,Huangpu Institute of Materials,Seed,,Angel,1,,,,,,,,,,Yes,,,,Seed,,"42,679",
2023-11-07,Xinxin Semiconductor is a manufacturer of semiconductor display devices that specializes in LED packaging and power electronic components.,Xinxin Semiconductor,https://www.crunchbase.com/organization/xinxin-semiconductor,"Advanced Materials, Manufacturing, Semiconductor","Chizhou, Anhui, China, Asia",Venture Round - Xinxin Semiconductor,https://www.crunchbase.com/funding_round/xinxin-semiconductor-series-unknown--0e9585ee,1,Anhui High-tech Industry Investment,,Anhui High-tech Industry Investment,Venture - Series Unknown,1,400000000,CNY,54951848,,,,400000000,CNY,54951848,Yes,,http://www.ahxxbdt.cn,,,,"42,834",
2023-11-10,Walvision Huashi Intelligent is a manufacturer of coating systems and industrial inspection equipment.,Walvision Huashi Intelligent,https://www.crunchbase.com/organization/walvision-huashi-intelligent,"Advanced Materials, Manufacturing","Nanjing, Jiangsu, China, Asia",Venture Round - Walvision Huashi Intelligent,https://www.crunchbase.com/funding_round/walvision-huashi-intelligent-series-unknown--edd0c4f8,1,China National Nuclear Power,,China National Nuclear Power,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.walvision.cn,,,,"42,906",
2023-11-10,"Sanhydro Technology focuses on the design, and production of intelligent integrated hydrogen fuel cell stacks molded.",Sanhydro Technology,https://www.crunchbase.com/organization/sanhydro-technology,"Advanced Materials, Manufacturing","Changzhou, Zhejiang, China, Asia",Angel Round - Sanhydro Technology,https://www.crunchbase.com/funding_round/sanhydro-technology-angel--caaebf5f,1,South China Venture Capital,Seed,South China Venture Capital,Angel,1,,,,,,,,,,Yes,,,,Seed,,"43,107",
2023-11-09,Hannstar New Energy focuses on energy storage and hybrid battery system integration.,Hannstar New Energy,https://www.crunchbase.com/organization/hannstar-new-energy,"Battery, Energy, Energy Storage","Nanning, Guangxi, China, Asia",Angel Round - Hannstar New Energy,https://www.crunchbase.com/funding_round/hannstar-new-energy-angel--d0375fcf,1,Everstate Capital,Seed,Everstate Capital,Angel,1,100000000,CNY,13730040,,,,100000000,CNY,13730040,Yes,,,,Seed,,"43,108",
2023-12-04,TONGYU AUTOMOTIVE is an intelligent driving system development company.,TONGYU AUTOMOTIVE,https://www.crunchbase.com/organization/tongyu-automotive,"Automotive, Electric Vehicle, Industrial","Jiading, Shanghai, China, Asia",Series B - TONGYU AUTOMOTIVE,https://www.crunchbase.com/funding_round/tongyu-automotive-series-b--854a1614,20,"BAIC Capital, BOCOM International, CCB Capital, Dongfeng Asset Management, FireEye Capital, GGV Capital, Guojiang Fund, Guoshun Fund, JBC, Lepu Capital, Maintrend Capital, Rockets Capital, Ruomu Capital, Shenzhen Capital Group, Southern Industry Investment, Summitview Capital, Tongchi Capital, Xiaomi Industrial Investment, Xuanyuan Capital, Yizhou Capital",Early Stage Venture,,Series B,4,500000000,CNY,70542756,,,,703000000,CNY,100190530,Yes,,http://www.tongyuauto.com/,,Early Stage Venture,11,"43,153",
2023-11-08,Muchan Technology develops industrial simulation CAE software based on proprietary modeling and pre-processing.,Muchan Technology,https://www.crunchbase.com/organization/muchan-technology,"Information Technology, Manufacturing, Software","Shanghai, Shanghai, China, Asia",Series A - Muchan Technology,https://www.crunchbase.com/funding_round/muchan-technology-series-a--8e912b8a,2,"Richen Capital, ZJ Innopark (Zhangjiang Hi-Tech Park)",Early Stage Venture,ZJ Innopark (Zhangjiang Hi-Tech Park),Series A,2,,,,,,,,,,Yes,,,,Early Stage Venture,,"43,414",
2023-12-31,OptoMedic is specializing in the research and development and production of high-end optical medical devices and systems.,OptoMedic,https://www.crunchbase.com/organization/optomedic,Health Care,"Foshan, Guangdong, China, Asia",Venture Round - OptoMedic,https://www.crunchbase.com/funding_round/optomedic-series-unknown--2f48bfb0,1,Kunpeng Capital,,Kunpeng Capital,Venture - Series Unknown,7,,,,,,,300000000,CNY,42106497,Yes,,http://optomedic.com,$10M to $50M,,,"43,582",
2023-11-06,AffectOR MedTech is a medical technology company that specializes in cardiac electrophysiology and energy surgical treatment.,AffectOR MedTech,https://www.crunchbase.com/organization/affector-medtech,"Health Care, Medical, Medical Device","Suzhou, Jiangsu, China, Asia",Seed Round - AffectOR MedTech,https://www.crunchbase.com/funding_round/affector-medtech-seed--10e21dd4,3,"Hangchuang Fund, Kunshan Industrial Research Institute, Ruihe Capital",Seed,Hangchuang Fund,Seed,2,,,,,,,150000000,CNY,20878861,Yes,,,,,2,"43,539",
2023-11-17,Yingsai Technology is a manufacturer of electronic rearview mirrors for automobiles.,Yingsai Technology,https://www.crunchbase.com/organization/yingsai-technology,"Automotive, Manufacturing","Songjiang, Shanghai, China, Asia",Corporate Round - Yingsai Technology,https://www.crunchbase.com/funding_round/yingsai-technology-corporate-round--833cbf24,1,Alinx,,Alinx,Corporate Round,1,,,,,,,,,,Yes,,,,,,"43,645",
