Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2024-01-17,Linghao Network is a network for exchanging art collections that focuses on mobile business model innovation.,Linghao Network,https://www.crunchbase.com/organization/linghao-network,"E-Commerce, SaaS","Hangzhou, Zhejiang, China, Asia",Seed Round - Linghao Network,https://www.crunchbase.com/funding_round/linghao-network-seed--2bf8090d,3,"Dou Shan Capital, HCS, Yonghe Capital",Seed,Dou Shan Capital,Seed,1,,,,,,,,,,Yes,,http://www.51ysscw.com,,Seed,,"30,241",
2024-03-25,Brattea is a medical device research and development company.,Brattea,https://www.crunchbase.com/organization/brattea,"Health Care, Health Diagnostics, Medical, Medical Device","Shanghai, Shanghai, China, Asia",Series D - Brattea,https://www.crunchbase.com/funding_round/brattea-series-d--3695074f,4,"Dingxin Capital, Morning Spring Venture, Shanghai Healthcare Capital, Zhongping Capital",Late Stage Venture,Zhongping Capital,Series D,3,,,,,,,20000000,USD,20000000,Yes,,http://www.brattea.com,,Late Stage Venture,3,"30,242",
2024-02-22,Zhanqing Environmental Protection is an industrial wastewater treatment technology provider.,Zhanqing Environmental Protection,https://www.crunchbase.com/organization/zhanqing-environmental-protection,"Water, Water Purification","Suzhou, Jiangsu, China, Asia",Seed Round - Zhanqing Environmental Protection,https://www.crunchbase.com/funding_round/zhanqing-environmental-protection-seed--805171b6,2,"Kunshan Hi-tech Venture Capital, Luye Investment Group",Seed,Kunshan Hi-tech Venture Capital,Seed,1,,,,,,,,,,Yes,,https://www.drtsing.com,,Seed,2,"30,447",
2024-05-27,Lanxiang Environment is a high-tech company that specializes in environmental governance system engineering.,Lanxiang Environment,https://www.crunchbase.com/organization/lanxiang-environment,"Environmental Engineering, Manufacturing","Weifang, Shandong, China, Asia",Venture Round - Lanxiang Environment,https://www.crunchbase.com/funding_round/lanxiang-environment-series-unknown--4d1c6fba,1,Addor Capital,,Addor Capital,Venture - Series Unknown,1,10000000,CNY,1380662,,,,10000000,CNY,1380662,Yes,,https://www.cnlanxiang.com.cn,,,,"30,259",
2024-03-15,"Yuding Additive focuses on additive manufacturing (3D printing), surface engineering, and high-performance new materials.",Yuding Additive,https://www.crunchbase.com/organization/yuding-additive,"3D Printing, Industrial, Manufacturing","Beijing, Beijing, China, Asia",Venture Round - Yuding Additive,https://www.crunchbase.com/funding_round/yuding-additive-series-unknown--4e3e6f79,1,China Dixin Fund,,China Dixin Fund,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"30,264",
2024-05-17,Xiling Biotechnology is a medical company that specializes in the development of oncology and advanced treatments for malignant tumors.,Xiling Biotechnology,https://www.crunchbase.com/organization/xiling-biotechnology,"Biopharma, Biotechnology, Medical","Shenzhen, Guangdong, China, Asia",Seed Round - Xiling Biotechnology,https://www.crunchbase.com/funding_round/xiling-biotechnology-seed--db7822d9,1,Tamarace,Seed,Tamarace,Seed,1,10000000,CNY,1384351,,,,10000000,CNY,1384351,Yes,,,,Seed,1,"30,269",
2024-01-10,Xunyao Biotech is a cutting-edge medication development company focused on coagulation and fibrosis.,Xunyao Biotechnology,https://www.crunchbase.com/organization/xunyao-biotechnology,"Biotechnology, Hospital, Medical, Wellness","Shanghai, Shanghai, China, Asia",Series A - Xunyao Biotechnology,https://www.crunchbase.com/funding_round/xunyao-biotechnology-series-a--17015780,2,"Longpan Investment, Shanghai Biomedical Industrial Equity Investment Fund",Early Stage Venture,Longpan Investment,Series A,1,200000000,CNY,27888946,,,,200000000,CNY,27888946,Yes,,,,Early Stage Venture,1,"30,275",
2024-01-31,"Anna Energy is a company that manufacture manganese-based sodium-ion batteries, focusing on sodium-ion batteries.",Anna Energy,https://www.crunchbase.com/organization/anna-energy,"Battery, Manufacturing","Wuxi Shi, Jiangsu, China, Asia",Seed Round - Anna Energy,https://www.crunchbase.com/funding_round/anna-energy-seed--9f895930,3,"Wcan Holding, Ying Capital, Zhibai Investment",Seed,,Seed,1,,,,,,,,,,Yes,,,,Seed,,"30,529",
2024-02-21,Hengding Materials is a manufacturer of hot isostatic pressing equipment for civilian usage.,Hengding Materials,https://www.crunchbase.com/organization/hengding-materials,"Advanced Materials, Manufacturing","Huzhou, Zhejiang, China, Asia",Seed Round - Hengding Materials,https://www.crunchbase.com/funding_round/hengding-materials-seed--93b4359a,1,ZSVC,Seed,ZSVC,Seed,1,,,,,,,,,,Yes,,https://www.hdmaterial.cn/,,Seed,,"30,569",
2024-01-22,Digital Precision Medical provides medical equipment and medical technology.,Digital Precision Medical (DPM),https://www.crunchbase.com/organization/digital-precision-medical-dpm,"Health Care, Medical, Medical Device","Beijing, Beijing, China, Asia",Series C - Digital Precision Medical (DPM),https://www.crunchbase.com/funding_round/digital-precision-medical-dpm-series-c--6774e16d,3,"Daohe Zhiyi, Hyfinity Investments, Yunqi Capital",Late Stage Venture,,Series C,3,200000000,CNY,27802105,,,,30687858,USD,30687858,Yes,,http://www.digipmc.com/,,Late Stage Venture,2,"30,643",
2024-04-23,Baikuirui is an antibiotic resistance biosynthesis developing company.,Baikuirui,https://www.crunchbase.com/organization/baikuirui,"Biotechnology, Chemical, Medical","Shenzhen, Guangdong, China, Asia",Series A - Baikuirui,https://www.crunchbase.com/funding_round/baikuirui-series-a--d3f7171f,2,"Guangdong Technology Financial Group, TriWise Capital",Early Stage Venture,TriWise Capital,Series A,4,10000000,CNY,1380167,,,,70000000,CNY,10818525,Yes,,http://biocreatech.com,$1M to $10M,Early Stage Venture,1,"30,685",
2024-04-17,Binhui Biotech is a biotech company.,Binhui Biotech,https://www.crunchbase.com/organization/binhui-biotech,Biotechnology,"Wuhan, Hubei, China, Asia",Series C - Binhui Biotech,https://www.crunchbase.com/funding_round/binhui-biotech-series-c--c5a619b5,1,Zhongbo Juli,Late Stage Venture,Zhongbo Juli,Series C,5,,,,,,,1010000000,CNY,156020582,Yes,,http://www.binhui-bio.com.cn,,Late Stage Venture,,"30,687",
2024-01-23,"Huhu Health is a medical and health service provider that focuses on vision protection, offering consumers more realistic recommendations.",Huhu Health,https://www.crunchbase.com/organization/huhu-health,"Health Care, Medical, Wellness","Hangzhou, Zhejiang, China, Asia",Corporate Round - Huhu Health,https://www.crunchbase.com/funding_round/huhu-health-corporate-round--0f750da9,1,Mingyue Lens,,,Corporate Round,1,12000000,CNY,1692549,41000000,CNY,5782874,12000000,CNY,1692549,Yes,,,,,,"30,710",
2024-05-08,"Yomio.Ai customizes an enterprise-grade AI large language model with rich knowledge, capabilities, and flexible pricing.",YomioAI,https://www.crunchbase.com/organization/yomioai,"Artificial Intelligence (AI), Digital Entertainment, Software","Beijing, Beijing, China, Asia",Seed Round - YomioAI,https://www.crunchbase.com/funding_round/yomioai-seed--9fa5cb89,1,CreditEase,Seed,,Seed,1,,,,,,,,,,Yes,,https://yomio.ai,,Seed,,"30,727",
2024-01-24,"HL intelligent tech is an equipment manufacturer of precision plastic products, hardware products, electronic products, and MIM.",HL intelligent tech,https://www.crunchbase.com/organization/hl-intelligent-tech,"Electronics, Hardware, Manufacturing","Dongguang, Guangdong, China, Asia",Series A - HL intelligent tech,https://www.crunchbase.com/funding_round/hl-intelligent-tech-series-a--b7c2bc4e,1,Zhaoxi Capital,Early Stage Venture,Zhaoxi Capital,Series A,1,,,,,,,,,,Yes,,http://www.dghuanli.com,,Early Stage Venture,,"30,807",
2024-01-05,Shunyu Technology is a high-tech thermal management company specializes in advanced heat transfer technology and thermal management.,Shun Entropy Technology,https://www.crunchbase.com/organization/shun-entropy-technology,Energy Management,"Shenzhen, Guangdong, China, Asia",Seed Round - Shun Entropy Technology,https://www.crunchbase.com/funding_round/shun-entropy-technology-seed--ebbd9a89,3,"Hongrun Fortune, Jiuzhao Capital, Star Capital",Seed,Jiuzhao Capital,Seed,2,,,,,,,,,,Yes,,https://www.shunshangkeji.com,,Seed,,"30,811",
2024-01-25,Hymater focuses on the production and application of various special separation membranes and membrane engineering.,Hymater,https://www.crunchbase.com/organization/hymater,"Industrial, Industrial Engineering, Manufacturing","Ningbo, Zhejiang, China, Asia",Series A - Hymater,https://www.crunchbase.com/funding_round/hymater-series-a--b3fff8e1,4,"F&G Venture, Ningbo Intellectual Property Operation Fund, Xiaochi Capital, Yinxinggu Capital",Early Stage Venture,F&G Venture,Series A,2,,,,,,,,,,Yes,,http://www.hymater.com,,Early Stage Venture,2,"30,798",
2024-01-05,Guangduo Micro-Nano Technology is dedicated to nanoimprint equipment and technology research and development.,Guangduo Micro-Nano Technology,https://www.crunchbase.com/organization/guangduo-micro-nano-technology,"Electronics, Industrial Manufacturing, Manufacturing","Suzhou, Jiangsu, China, Asia",Series B - Guangduo Micro-Nano Technology,https://www.crunchbase.com/funding_round/guangduo-micro-nano-technology-series-b--bb398072,1,SDIC Venture Capital,Early Stage Venture,SDIC Venture Capital,Series B,1,100000000,CNY,14082920,,,,100000000,CNY,14082920,Yes,,http://www.gdnano.com,,Early Stage Venture,,"30,827",
2024-04-26,Oclean is a brand of oral care products including smart toothbrushes.,Oclean,https://www.crunchbase.com/organization/oclean,"Consumer Goods, Health Care, Manufacturing","Shenzhen, Guangdong, China, Asia",Series C - Oclean,https://www.crunchbase.com/funding_round/oclean-series-c--23e38851,2,"Edge Ventures, Yangzhou Hangji High-tech Zone Industrial Fund",Late Stage Venture,Yangzhou Hangji High-tech Zone Industrial Fund,Series C,1,100000000,CNY,13801480,,,,100000000,CNY,13801480,Yes,,http://www.oclean.com/,Less than $1M,Late Stage Venture,,"30,829",
2024-04-07,Shojing Technology is a company that conducts augmented reality (AR) research.,Shojing Technology,https://www.crunchbase.com/organization/shojing-technology,"Augmented Reality, Software","Hefei, Anhui, China, Asia",Seed Round - Shojing Technology,https://www.crunchbase.com/funding_round/shojing-technology-seed--c732f6dd,1,Hefei High-tech VC,Seed,Hefei High-tech VC,Seed,1,,,,,,,,,,Yes,,https://www.gshoujing.com,,Seed,,"30,832",
2024-03-31,Sidi Semiconductor offers power module applications and solutions.,Sidi Semiconductor,https://www.crunchbase.com/organization/sidi-semiconductor,"Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Seed Round - Sidi Semiconductor,https://www.crunchbase.com/funding_round/sidi-semiconductor-seed--6f3679f6,1,UnityVC,Seed,UnityVC,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"30,846",
2024-04-18,Aoshixin is a clock chip developer that specializes in the research and development of high-precision and high-reliability clock chips .,Aoshixin,https://www.crunchbase.com/organization/aoshixin,"Manufacturing, Semiconductor","Chengdu, Sichuan, China, Asia",Seed Round - Aoshixin,https://www.crunchbase.com/funding_round/aoshixin-seed--8557a564,2,"Whale Core Investment, XtalPi",Seed,Whale Core Investment,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"30,859",
2024-01-08,BrainThink integrates wearable sensors to deliver scalp electroencephalogram (EEG) and heart rate variability (HRV).,BrainThink,https://www.crunchbase.com/organization/brainthink,"Health Care, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Angel Round - BrainThink,https://www.crunchbase.com/funding_round/brainthink-angel--91a2a63e,1,Stream Hill Angels,Seed,Stream Hill Angels,Angel,2,,,,,,,,,,Yes,,,,Seed,1,"30,865",
2024-02-06,National Medical Medical Association is an innovative technology service provider in transformation of digital medical achievements.,National Medical Medical Association,https://www.crunchbase.com/organization/national-medical-medical-association,"Health Care, Hospital, Medical, Wellness","Beijing, Beijing, China, Asia",Series A - National Medical Medical Association,https://www.crunchbase.com/funding_round/national-medical-medical-association-series-a--45812c64,1,Beijing Tongrentang Heritage Innovation Fund,Early Stage Venture,Beijing Tongrentang Heritage Innovation Fund,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,1,"30,872",
2024-05-18,Qilai Technology is a professional human resources service organization dedicated to developing new employment channels.,Qilai Technology,https://www.crunchbase.com/organization/qilai-technology,"Employment, Human Resources, Professional Services","Linhe, Nei Mongol, China, Asia",Series A - Qilai Technology,https://www.crunchbase.com/funding_round/qilai-technology-series-a--aeccad28,1,Yanyu Venture Capital,Early Stage Venture,Yanyu Venture Capital,Series A,1,20000000,CNY,2768856,,,,20000000,CNY,2768856,Yes,,http://qilairpo.com,,Early Stage Venture,,"30,873",
2024-05-30,Caiqun is a customer information transaction service platform for the banking and taxation business.,Caiqun,https://www.crunchbase.com/organization/caiqun,"Financial Services, Tax Consulting","Guangzhou, Guangdong, China, Asia",Seed Round - Caiqun,https://www.crunchbase.com/funding_round/caiqun-seed--3843e978,1,Paodekuai Investment,Seed,Paodekuai Investment,Seed,1,,,,,,,,,,Yes,,https://www.caiqunwang.com,,Seed,,"31,066",
2024-01-30,"Cloud Changyou is a cloud service solution provider that focuses on offering customers cost-effective, innovative goods and services.",Cloud Changyou,https://www.crunchbase.com/organization/cloud-changyou,"Big Data, Cloud Data Services, Information Technology","Changzhou, Zhejiang, China, Asia",Seed Round - Cloud Changyou,https://www.crunchbase.com/funding_round/cloud-changyou-seed--28e9d446,1,CTV Sports,Seed,CTV Sports,Seed,1,,,,,,,,,,Yes,,,,Seed,,"30,889",
2024-05-17,Jinmate focuses on manufacturing and provides customers with stable and efficient digital intelligent manufacturing overall solutions.,Jinmate,https://www.crunchbase.com/organization/jinmate,"Automotive, Manufacturing","Huzhou, Zhejiang, China, Asia",Series B - Jinmate,https://www.crunchbase.com/funding_round/jinmate-series-b--fa17fd7e,4,"Dongfang Jiafu, Haibang Capital, Vision Plus Capital, Zhejiang Changxing Economic and Technological Development",Early Stage Venture,Vision Plus Capital,Series B,2,400000000,CNY,55374052,,,,600000000,CNY,84418068,Yes,,http://www.goldmt.net,,Early Stage Venture,1,"30,891",
2024-01-21,Botao Intelligence is a research and development company that manufactures specialized equipment.,Botao Intelligent,https://www.crunchbase.com/organization/botao-intelligent,Manufacturing,"Suzhou, Jiangsu, China, Asia",Venture Round - Botao Intelligent,https://www.crunchbase.com/funding_round/botao-intelligent-series-unknown--016f8d4d,1,Hwabao WP Fund Management,,Hwabao WP Fund Management,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"30,896",
2024-03-01,Fansheng Intelligent Control creates rare-earth-free permanent magnet-assisted synchronous electric drive systems.,Fansheng Intelligent Control,https://www.crunchbase.com/organization/fansheng-intelligent-control,"Advanced Materials, Electronics, Manufacturing","Huzhou, Zhejiang, China, Asia",Series A - Fansheng Intelligent Control,https://www.crunchbase.com/funding_round/fansheng-intelligent-control-series-a--03b5e317,5,"Huzhou Small and Medium-sized Venture Capital, Richen Capital, Shunlian Capital, Sinowisdom, Yonghua Capital",Early Stage Venture,Richen Capital,Series A,2,,,,,,,,,,Yes,,,,Early Stage Venture,,"30,897",
2024-02-04,Mingyi Technology is a compant that manufactures precision parts and automation equipment.,MeeYear Intelligent Technology,https://www.crunchbase.com/organization/meeyear-intelligent-technology,Manufacturing,"Shandong, Fujian, China, Asia",Venture Round - MeeYear Intelligent Technology,https://www.crunchbase.com/funding_round/meeyear-intelligent-technology-series-unknown--bbd5e3e6,1,Addor Capital,,Addor Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://meeyear.com,,,,"30,913",
2024-02-01,SignDo focuses on developing tumor-targeted fluorescent contrast agents.,SignDo,https://www.crunchbase.com/organization/signdo,"Biopharma, Biotechnology, Therapeutics","Suzhou, Jiangsu, China, Asia",Seed Round - SignDo,https://www.crunchbase.com/funding_round/signdo-seed--e2302727,2,"Goldberg Capital, Shi Shangbai Venture Capital",Seed,Goldberg Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,2,"31,148",
2024-01-17,Sejishu Art Technology is an art curatorial company that provides solutions for commercial projects from artistic planning to execution.,Sejishu Art Technology,https://www.crunchbase.com/organization/sejishu-art-technology,"Art, Business Development, Media and Entertainment","Jingan, Shanghai, China, Asia",Corporate Round - Sejishu Art Technology,https://www.crunchbase.com/funding_round/sejishu-art-technology-corporate-round--2a400f93,1,RET,,RET,Corporate Round,1,,,,,,,,,,Yes,,,,,,"31,077",
2024-01-12,China Enterprise Huiyun is a data and supply chain platform that provides companies domain industrial data and technology services.,China Enterprise Huiyun,https://www.crunchbase.com/organization/china-enterprise-huiyun,"Business Development, Information Technology, Supply Chain Management","Haidian, Beijing, China, Asia",Corporate Round - China Enterprise Huiyun,https://www.crunchbase.com/funding_round/china-enterprise-huiyun-corporate-round--b80c666a,1,NKY Medical Holdings,,NKY Medical Holdings,Corporate Round,1,30000000,CNY,4219053,270000000,CNY,37971479,30000000,CNY,4219053,Yes,,,,,,"31,152",
2024-01-17,ShenZhouHuiAn is an industrial control information security solution provider,ShenZhouHuiAn,https://www.crunchbase.com/organization/shenzhouhuian,"Consulting, Risk Management, Training","Beijing, Beijing, China, Asia",Series B - ShenZhouHuiAn,https://www.crunchbase.com/funding_round/shenzhouhuian-series-b--a60c6682,2,"CHENGMEI VENTURES, DongFangTech",Early Stage Venture,CHENGMEI VENTURES,Series B,2,,,,,,,,,,Yes,,https://www.szhasec.com/,,Early Stage Venture,,"30,934",
2024-05-17,Han Hydropower is a technology company that specializes in research and development of aerospace and hydrogen energy power systems.,Han Hydropower,https://www.crunchbase.com/organization/han-hydropower,"Advanced Materials, Hydroelectric, Manufacturing","Minhang, Shanghai, China, Asia",Secondary Market - Han Hydropower,https://www.crunchbase.com/funding_round/han-hydropower-secondary-market--c5faa8d4,1,Shanghai SK Petroleum & Chemical Equipment,,Shanghai SK Petroleum & Chemical Equipment,Secondary Market,1,9460000,CNY,1309596,240493761,CNY,33292785,9460000,CNY,1309596,No,,http://www.sh-hydropower.com,,,,"30,935",
2024-01-04,Maihe Architectural Design is an architectural company that specializes in providing interior and exterior design services.,Maihe Architectural Design,https://www.crunchbase.com/organization/maihe-architectural-design,"Architecture, Furniture, Home Decor, Interior Design","Suzhou, Jiangsu, China, Asia",Corporate Round - Maihe Architectural Design,https://www.crunchbase.com/funding_round/maihe-architectural-design-corporate-round--0b38e184,1,Jianyuan Construction,,Jianyuan Construction,Corporate Round,1,1000000,CNY,140430,9000000,CNY,1263867,1000000,CNY,140430,Yes,,,,,,"31,084",
2024-04-11,"Yipin Biotech is a medical device CDMO service provider that specializes in medical aesthetics, gels, catheters and IVD reagents.",Yipin Biotech,https://www.crunchbase.com/organization/yipin-biotech,"Medical, Medical Device, Wellness","Guizhou, Guangdong, China, Asia",Series A - Yipin Biotech,https://www.crunchbase.com/funding_round/yipin-biotech-series-a--07657a48,3,"Guiyang Baiyun Industrial, Guiyang Health Investment, Guiyang Venture Capital",Early Stage Venture,Guiyang Venture Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"31,281",
2024-02-20,Mokrypton Intelligence is a power semiconductor packaging and testing solution provider.,Mokrypton Intelligence,https://www.crunchbase.com/organization/mokrypton-intelligence,"Manufacturing, Semiconductor","Qiandao, Shandong, China, Asia",Seed Round - Mokrypton Intelligence,https://www.crunchbase.com/funding_round/mokrypton-intelligence-seed--0fffd071,2,"Finnova Capital, Xinfu Zhiyuan Investment",Seed,Finnova Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,,"31,160",
2024-03-01,Luohua Biotechnology offers comprehensive services for the whole organ chip and organoid industry chain.,Luohua Biotechnology,https://www.crunchbase.com/organization/luohua-biotechnology,"Advanced Materials, Application Specific Integrated Circuit (ASIC), Biotechnology","Hefei, Anhui, China, Asia",Series A - Luohua Biotechnology,https://www.crunchbase.com/funding_round/luohua-biotechnology-series-a--ff7ba590,3,"BMC, Element Investment, Milestep Capital",Early Stage Venture,Milestep Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,2,"31,289",
2024-01-06,"Ruili Optoelectronics specializes in the design, manufacture, and marketing of high-end FRET microscope imaging systems.",Ruili Optoelectronics,https://www.crunchbase.com/organization/ruili-optoelectronics,"Biotechnology, Life Science, Manufacturing","Zhuhai, Guangdong, China, Asia",Seed Round - Ruili Optoelectronics,https://www.crunchbase.com/funding_round/ruili-optoelectronics-seed--929482f0,1,Leadway Capital,Seed,Leadway Capital,Seed,1,,,,,,,,,,Yes,,http://www.rayleigh.com.cn,,Seed,,"30,945",
2024-01-25,Zhice Technology operates an industrial big data analysis platform.,Zhice Technology,https://www.crunchbase.com/organization/zhice-technology,"Analytics, Artificial Intelligence (AI), Big Data","Fengxian, Shanghai, China, Asia",Seed Round - Zhice Technology,https://www.crunchbase.com/funding_round/zhice-technology-seed--2f5c8be9,1,Shunwei Capital,Seed,Shunwei Capital,Seed,1,,,,,,,,,,Yes,,https://www.zhice.ai,,Seed,1,"31,162",
2024-01-12,"Keylights focuses on the research and development, production, and sales of in vitro diagnostic instruments.",Keylights,https://www.crunchbase.com/organization/keylights,"Health Care, Health Diagnostics, Medical","Shenzhen, Guangdong, China, Asia",Series B - Keylights,https://www.crunchbase.com/funding_round/keylights-series-b--89a55055,2,"Hanchi Venture Capital, Lucion",Early Stage Venture,Lucion,Series B,1,100000000,CNY,14063511,,,,100000000,CNY,14063511,Yes,,https://www.keylights.cn,,Early Stage Venture,2,"30,958",
2024-01-25,Dade Laser is a company that provides laser automation systems and equipment.,Dade Laser,https://www.crunchbase.com/organization/dade-laser,"Laser, Manufacturing","Shenzhen, Guangdong, China, Asia",Venture Round - Dade Laser,https://www.crunchbase.com/funding_round/dade-laser-series-unknown--90120ac3,1,Shanda Capital,,Shanda Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.dadelaser.com,,,1,"30,959",
2024-01-09,"Xinwei Intelligence specializes in computer vision, industrial artificial intelligence technologies, and sophisticated automation equipment.",Xinwei Intelligence,https://www.crunchbase.com/organization/xinwei-intelligence,"Information Services, Information Technology, Software","Shanghai, Shanghai, China, Asia",Corporate Round - Xinwei Intelligence,https://www.crunchbase.com/funding_round/xinwei-intelligence-corporate-round--15c4abd4,1,Inspur Group,,Inspur Group,Corporate Round,1,,,,,,,,,,Yes,,,,,,"31,168",
2024-03-08,Yuanyi Entertainment is an AI open-world game company dedicated on incorporating AI into game development.,Novaserene Entertainment,https://www.crunchbase.com/organization/novaserene-entertainment,"Artificial Intelligence (AI), Gaming, Online Games, Video Games","Beijing, Beijing, China, Asia",Seed Round - Novaserene Entertainment,https://www.crunchbase.com/funding_round/novaserene-entertainment-seed--8268107b,2,"Archosaur Games (Zulong Entertainment), IDG Capital",Seed,IDG Capital,Seed,1,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,https://novaserene.com,,Seed,,"31,169",
2024-01-09,Yuanjie Education is a visual design vocational education platform.,Yuanjie Education,https://www.crunchbase.com/organization/yuanjie-education,"Education, Vocational Education","Tongzhou, Beijing, China, Asia",Seed Round - Yuanjie Education,https://www.crunchbase.com/funding_round/yuanjie-education-seed--9add491d,3,"Anji Government Industrial Fund, Global Mofy, New Speakers",Seed,Anji Government Industrial Fund,Seed,1,8000000,CNY,1124749,,,,8000000,CNY,1124749,Yes,,,,Seed,,"30,963",
2024-02-18,Guanxia is a brand of aromatherapy and body care products.,Guanxia,https://www.crunchbase.com/organization/guanxia,"Beauty, Cosmetics","Chaoyang, Liaoning, China, Asia",Venture Round - Guanxia,https://www.crunchbase.com/funding_round/guanxia-series-unknown--e4b2a3cb,1,Meicifang Investment,,Meicifang Investment,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"31,177",
2024-01-12,Gmee Biotech offers clients skin care experience and unique solutions for dull skin restoration.,Gmee Biotech,https://www.crunchbase.com/organization/gmee-biotech,"Beauty, Cosmetics, E-Commerce","Guangzhou, Guangdong, China, Asia",Seed Round - Gmee Biotech,https://www.crunchbase.com/funding_round/gmee-biotech-seed--3725a7fc,2,"AC Ventures, Lightspeed China Partners",Seed,AC Ventures,Seed,1,,,,,,,,,,Yes,,https://www.gmeetech.com,,Seed,,"31,186",
2024-04-19,"Wison Heavy Industry is an offshore engineering company that offers clean energy technology, marine engineering and equipment manufacturing.",Wison Heavy Industry,https://www.crunchbase.com/organization/wison-heavy-industry,"Clean Energy, Industrial Engineering, Marine Technology","Nantong, Jiangsu, China, Asia",Venture Round - Wison Heavy Industry,https://www.crunchbase.com/funding_round/wison-heavy-industry-series-unknown--ab0dc510,1,PagodaTree Partners,,PagodaTree Partners,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://www.wisonnt.com,,,1,"31,310",
2024-04-18,Industrial Chain is a company dedicated to leveraging blockchain technology to revolutionize the industrial digital ecosystem.,Indus Chain,https://www.crunchbase.com/organization/indus-chain,Blockchain,"Hangzhou, Zhejiang, China, Asia",Series B - Indus Chain,https://www.crunchbase.com/funding_round/indus-chain-series-b--c6ad7151,1,Veken Technology,Early Stage Venture,Veken Technology,Series B,1,,,,,,,,,,Yes,,https://www.induschain.cn,,Early Stage Venture,,"31,311",
2024-03-04,Noshan Technology is an R&D and application service provider for microfluidic chips.,Noshan Technology,https://www.crunchbase.com/organization/noshan-technology,"Advanced Materials, Application Specific Integrated Circuit (ASIC), Semiconductor","Daxing, Beijing, China, Asia",Seed Round - Noshan Technology,https://www.crunchbase.com/funding_round/noshan-technology-seed--f8a8b5ef,1,SEE Fund,Seed,SEE Fund,Seed,1,10000000,CNY,1388908,,,,10000000,CNY,1388908,Yes,,,,Seed,1,"31,190",
2024-01-10,DOU+ is a paid video promotion tool that provides users increase popularity of their video content and helps in marketing promotion.,DOU+,https://www.crunchbase.com/organization/dou,"Broadcasting, Content Marketing, Social Media Marketing, Video Advertising","Jinan, Shandong, China, Asia",Angel Round - DOU+,https://www.crunchbase.com/funding_round/dou-angel--cb1bbd7e,1,China Asset Management,Seed,China Asset Management,Angel,1,3000000,CNY,418334,,,,3000000,CNY,418334,Yes,,https://doujia.douyin.com,,Seed,,"31,113",
2024-05-14,"Healingovation is a med-tech company that specializes in the development of surgical robots, intelligent diagnosis and treatment equipment.",Healingovation,https://www.crunchbase.com/organization/healingovation,"Manufacturing, Medical, Medical Device","Daxing, Beijing, China, Asia",Seed Round - Healingovation,https://www.crunchbase.com/funding_round/healingovation-seed--de5801de,5,"CD Capital, Legend Star, Lilly Asia Ventures, Shunwei Capital, Z&H Investment",Seed,CD Capital,Seed,1,60000000,CNY,8295428,,,,60000000,CNY,8295428,Yes,,,,Seed,,"31,114",
2024-04-09,SmartNuclide is a biopharmaceutical company that develops biological drug products.,SmartNuclide,https://www.crunchbase.com/organization/smartnuclide,"Biotechnology, Health Care, Medical, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Series C - SmartNuclide,https://www.crunchbase.com/funding_round/smartnuclide-series-c--91772c6a,5,"Jiansu Capital, Leadervc.com, Oriza Holdings, Ruihe Zichan, Yuzhi Capital",Late Stage Venture,Oriza Holdings,Series C,4,100000000,CNY,13828007,,,,133000000,CNY,18707563,Yes,,https://www.smartnucl.com/,$1M to $10M,Late Stage Venture,1,"31,115",
2024-03-12,Shouxin Semiconductor is a high-end equipment manufacturer dedicated to the development of thin film deposition technology.,AFilm Semiconductor,https://www.crunchbase.com/organization/aflim-semiconductor,"Manufacturing, Semiconductor","Wuxi Shi, Jiangsu, China, Asia",Seed Round - AFilm Semiconductor,https://www.crunchbase.com/funding_round/aflim-semiconductor-seed--2896b6e8,3,"Wuxi Capital, Zhongying Venture Capital, Zhuoyuan Capital",Seed,Zhongying Venture Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,3,"30,988",
