Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2025-04-22,Zhongke Hangxin is a high-precision inertial navigation technology and product developer.,Zhongke Hangxin,https://www.crunchbase.com/organization/zhongke-hangxin,"Advanced Materials, Semiconductor, Sensor","Haidian, Beijing, China, Asia",Series A - Zhongke Hangxin,https://www.crunchbase.com/funding_round/zhongke-hangxin-series-a--86d79aa9,1,Cowin Capital,Early Stage Venture,Cowin Capital,Series A,3,,,,,,,,,,Yes,,,,Early Stage Venture,,"1,529",
2025-05-20,"LightSail Technology is a professional Internet marketing service provider, focusing on Internet marketing and brand operation.",LightSail Technology,https://www.crunchbase.com/organization/lightsail-technology,"Artificial Intelligence (AI), Information Technology, Internet","Shenzhen, Guangdong, China, Asia",Series A - LightSail Technology,https://www.crunchbase.com/funding_round/lightsail-technology-series-a--00ece0f2,9,"Alpha Startups, Bai Rui Capital, CDH Investments, Innoangel Fund, Lingyi Venture Capital, Qinghui Investment, Shokz, Tongge Venture Capital, Tsinghua Capital",Early Stage Venture,,Series A,2,60000000,CNY,8310364,440000000,CNY,60942672,130000000,CNY,17947061,Yes,,http://www.raygf.com/,,Early Stage Venture,,"1,530",
2025-02-01,Lymow Technology is a manufacturer of lawn mowing robots.,Lymow Technology,https://www.crunchbase.com/organization/lymow-technology,"Home and Garden, Manufacturing, Service Industry","Suzhou, Jiangsu, China, Asia",Seed Round - Lymow Technology,https://www.crunchbase.com/funding_round/lymow-technology-seed--c43e8249,2,"Changsheng Investment, UBIQUANT",Seed,"Changsheng Investment, UBIQUANT",Seed,3,,,,,,,15919117,USD,15919117,Yes,,,,Seed,,"1,534",
2025-05-08,Sizu Hi-Tech is an innovative technology company that focuses on using artificial intelligence and robotic process automation technologies.,Sizu Hi-Tech,https://www.crunchbase.com/organization/sizu-hi-tech,"Artificial Intelligence (AI), Innovation Management, Robotic Process Automation (RPA)","Shanghai, Shanghai, China, Asia",Seed Round - Sizu Hi-Tech,https://www.crunchbase.com/funding_round/sizu-hi-tech-seed--b1a02110,1,Zhongjian Venture Capital,Seed,Zhongjian Venture Capital,Seed,1,5000000,CNY,692008,,,,5000000,CNY,692008,Yes,,,,Seed,,"1,535",
2025-05-12,Auburn Sports is focused on establishing a collaborative online platform for yoga practitioners.,Auburn Sports,https://www.crunchbase.com/organization/auburn-sports,"Health Care, Personal Health, Sports","Suzhou, Jiangsu, China, Asia",Seed Round - Auburn Sports,https://www.crunchbase.com/funding_round/auburn-sports-seed--efcb95d0,1,Suzhou BBK Investment Development,Seed,Suzhou BBK Investment Development,Seed,1,,,,,,,,,,Yes,,,,Seed,,"1,536",
2025-05-27,Jinyuan Semiconductor is an enterprise focusing on semiconductor equipment consumables.,Jinyuan Semiconductor,https://www.crunchbase.com/organization/jinyuan-semiconductor,"Industrial Engineering, Manufacturing, Semiconductor","Wuxi, Anhui, China, Asia",Series B - Jinyuan Semiconductor,https://www.crunchbase.com/funding_round/jinyuan-semiconductor-series-b--715aa3cd,1,Hubei Integrated Circuit Industry Investment,Early Stage Venture,Hubei Integrated Circuit Industry Investment,Series B,1,,,,,,,,,,Yes,,http://jinyuansemi.com/,,Early Stage Venture,,"1,548",
2025-05-22,Lanxin Computing is a high-performance chip design company that focuses on the research and development of CPUs with RISC-V ecosystems.,Lanxin Computing,https://www.crunchbase.com/organization/lanxin-computing,"Application Specific Integrated Circuit (ASIC), Electronic Design Automation (EDA)","Shenzhen, Guangdong, China, Asia",Series A - Lanxin Computing,https://www.crunchbase.com/funding_round/lanxin-computing-series-a--6b4a2457,6,"Global InfoTech Group, GSR Ventures, Lenovo Capital and Incubator Group (LCIG), Red Soil No. 1, Shenzhen Capital Group, Social Security Bay Area Science and Technology Innovation Fund",Early Stage Venture,Global InfoTech Group,Series A,2,100000000,CNY,13880599,1290000000,CNY,179059728,100000000,CNY,13880599,Yes,,https://www.lanxincomputing.com,,Early Stage Venture,,"1,554",
2025-05-26,Kunmu Micro Energy is a company that makes small machines to generate power from water.,Kunmu Micro Energy,https://www.crunchbase.com/organization/kunmu-micro-energy,"Energy, Hydroelectric, Power Grid","Jiangbei, Chongqing, China, Asia",Venture Round - Kunmu Micro Energy,https://www.crunchbase.com/funding_round/kunmu-micro-energy-series-unknown--17360e58,1,Blue Origin Capital,,Blue Origin Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"1,587",
2025-02-10,Stairway Medical is a developer of implantable brain-computer interface technology.,Stairway Medical,https://www.crunchbase.com/organization/stairway-medical,"Health Care, Medical, Medical Device, Neuroscience","Pudong, Shandong, China, Asia",Series B - Stairway Medical,https://www.crunchbase.com/funding_round/stairway-medical-series-b--9e0279fe,4,"FountainBridge Capital, Lilly Asia Ventures, OrbiMed, Qiming Venture Partners",Early Stage Venture,"Lilly Asia Ventures, OrbiMed, Qiming Venture Partners",Series B,4,350000000,CNY,47908454,,,,350000000,CNY,47908454,Yes,,https://www.stairmed.com,,Early Stage Venture,3,"1,588",
2025-04-28,Ensonic is an explorer of acoustic detection AI technology in the industrial application field.,Ensonic,https://www.crunchbase.com/organization/ensonic,"Artificial Intelligence (AI), Information Technology, Software","Haidian, Beijing, China, Asia",Series D - Ensonic,https://www.crunchbase.com/funding_round/ensonic-series-d--cd0b00ce,5,"Bank of Communications, Beijing Advanced Manufacturing fund, China Reform Securities, Jinpan Technology, SAIF Partners",Late Stage Venture,Beijing Advanced Manufacturing fund,Series D,7,100000000,CNY,13721750,,,,350000000,CNY,49964723,Yes,,http://www.ensonictech.com/,,Late Stage Venture,,"1,600",
2025-04-25,WeiZhi Aviation Technology is a technology start-up focused on low-altitude economies.,WeZhi Airlines,https://www.crunchbase.com/organization/wezhi-airlines,"Aerospace, Air Transportation","Shenzhen, Guangdong, China, Asia",Seed Round - WeZhi Airlines,https://www.crunchbase.com/funding_round/wezhi-airlines-seed--49348b61,3,"China Merchants Venture, GSR United Capital, Wuxi Liangxi Science and Technology Innovation Industry Investment Fund Partnership",Seed,"China Merchants Venture, Wuxi Liangxi Science and Technology Innovation Industry Investment Fund Partnership",Seed,2,100000000,CNY,13721750,,,,100000000,CNY,13721750,Yes,,,,Seed,,"1,601",
2025-04-15,Zelos is an AI-driven startup is the way in autonomous driving technology.,Zelos,https://www.crunchbase.com/organization/zelos-c72b,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles","Haidian, Beijing, China, Asia",Series B - Zelos,https://www.crunchbase.com/funding_round/zelos-c72b-series-b--55149553,8,"Asia Investment Capital, Baidu Ventures, Blue Lake Capital, CDH Investments, Unicorn Capital Partners, Wuxi Capital, Xiamen C&D Emerging Industry Equity Investment, Yongxin Capital",Early Stage Venture,"Blue Lake Capital, CDH Investments",Series B,4,200000000,USD,200000000,,,,400000000,USD,400000000,Yes,,https://www.zelostech.com.cn,,Early Stage Venture,1,"1,623",
2025-01-07,Fourier Intelligence is a Technology and design company,Fourier Intelligence,https://www.crunchbase.com/organization/fourier-intelligence,"Medical, Medical Device, Rehabilitation","Shanghai, Shanghai, China, Asia",Series E - Fourier Intelligence,https://www.crunchbase.com/funding_round/fourier-intelligence-series-e--0061bee9,7,"Guoxin Investment, Junshan Capital ., Kechuang Investment, Prosperity7 Ventures, Pudong Chuangtou, Zhang Keyaokun Fund, ZJ Innopark (Zhangjiang Hi-Tech Park)",Late Stage Venture,,Series E,8,,,,,,,638000000,CNY,98243406,Yes,,http://www.fftai.com,$10M to $50M,Late Stage Venture,1,"1,626",
2025-01-14,Saturn's Horizon is an information technology company that specializes in applying artificial intelligence on power grid management.,Saturn's Horizon,https://www.crunchbase.com/organization/saturn-s-horizon,"Information Technology, Power Grid, Software","Beijing, Beijing, China, Asia",Series B - Saturn's Horizon,https://www.crunchbase.com/funding_round/saturn-s-horizon-series-b--58c60fe6,3,"Bondshine Capital, Daocin Capital, Goldfish Mouth Venture Capital",Early Stage Venture,"Bondshine Capital, Daocin Capital",Series B,1,,,,,,,,,,Yes,,http://www.tuxingkeji.com/,,Early Stage Venture,,"1,629",
2025-04-22,Moge Microflow is a manufacturer of equipment for microreactors.,Moge Microflow,https://www.crunchbase.com/organization/moge-microflow,"Chemical, Electronics, Manufacturing","Shantou, Guangdong, China, Asia",Seed Round - Moge Microflow,https://www.crunchbase.com/funding_round/moge-microflow-seed--2d335c92,1,Tsing-Yuan Capital,Seed,Tsing-Yuan Capital,Seed,2,,,,,,,,,,Yes,,http://www.um-flow.com,,Seed,,"1,631",
2025-05-27,Oz Intelligence is an embodied intelligent cloud service provider.,Oz Intelligence,https://www.crunchbase.com/organization/oz-intelligence,"Information Technology, Software","Haidian, Beijing, China, Asia",Angel Round - Oz Intelligence,https://www.crunchbase.com/funding_round/oz-intelligence-angel--c3896e90,1,MiraclePlus,Seed,MiraclePlus,Angel,1,,,,,,,,,,Yes,,http://ozcloud.tech/,,Seed,,"1,641",
2025-05-21,Yikun Power is a developer of axial flux motors.,Yikun Power,https://www.crunchbase.com/organization/yikun-power,"Energy, Industrial Engineering, Renewable Energy","Wuxi, Anhui, China, Asia",Corporate Round - Yikun Power,https://www.crunchbase.com/funding_round/yikun-power-corporate-round--5928678a,1,Jiangsu Leili Motor,,Jiangsu Leili Motor,Corporate Round,1,,,,,,,,,,Yes,,http://www.yikunpower.com/,,,,"1,644",
2025-04-21,MeiYin Intelligence focuses on using artificial intelligence technology to empower disease risk prediction and health.,MeiYin Intelligence,https://www.crunchbase.com/organization/meiyin-intelligence,"Artificial Intelligence (AI), Health Diagnostics, Medical","Hangzhou, Zhejiang, China, Asia",Seed Round - MeiYin Intelligence,https://www.crunchbase.com/funding_round/meiyin-intelligence-seed--aa7e2d51,2,"West Lake Science and Technology Direct Investment Fund, Z&Y Capital",Seed,"West Lake Science and Technology Direct Investment Fund, Z&Y Capital",Seed,1,10000000,CNY,1371291,,,,10000000,CNY,1371291,Yes,,,,Seed,2,"1,646",
2025-04-22,Ubinexus specializes on low-orbit broadband communication payload system products and services.,Ubinexus,https://www.crunchbase.com/organization/ubinexus,"Construction, Manufacturing, Satellite Communication","Shenzhen, Guangdong, China, Asia",Series A - Ubinexus,https://www.crunchbase.com/funding_round/ubinexus-series-a--161565d8,4,"Broad Vision Funds, Lucion, Plum Ventures, Wuxi Liangxi Science and Technology Innovation Industry Investment Fund Partnership",Early Stage Venture,,Series A,2,,,,,,,,,,Yes,,http://www.ubinexus.com,,Early Stage Venture,,"1,653",
2025-04-29,Fulat engages in the manufacturing of semiconductor and pan-semiconductor wet process equipment.,Fulat,https://www.crunchbase.com/organization/fulat,"Industrial, Manufacturing, Semiconductor","Nanjing, Jiangsu, China, Asia",Seed Round - Fulat,https://www.crunchbase.com/funding_round/fulat-seed--3b0a7e5a,1,Nanjing Venture Capital,Seed,,Seed,1,,,,,,,,,,Yes,,https://www.flatae.com/,,Seed,,"1,659",
2025-05-21,SIA Intelligent Technology focuses on digital medical and health services.,SIA Intelligent Technology,https://www.crunchbase.com/organization/sia-intelligent-technology,"Health Care, Medical, Personal Health","Hangzhou, Zhejiang, China, Asia",Series A - SIA Intelligent Technology,https://www.crunchbase.com/funding_round/sia-intelligent-technology-series-a--04cee166,1,Shenzhen Venture Capital,Early Stage Venture,Shenzhen Venture Capital,Series A,1,30000000,CNY,4165220,,,,30000000,CNY,4165220,Yes,,,,Early Stage Venture,,"1,664",
2025-05-30,Boxin Technology is a high-tech firm that aims to transform Northwestern Polytechnical University's scientific and technology achievements.,Boxin Technology,https://www.crunchbase.com/organization/robothink-technolog,,"Dongcheng, Shaanxi, China, Asia",Seed Round - Boxin Technology,https://www.crunchbase.com/funding_round/robothink-technolog-seed--1253dcf0,5,"Duncheng Investment, Sanhang Wansheng, Shaanxi Caijin Special New Materials Equity Investment Fund, Sky Apocalypse Star, Xi'an Talent Fund",Seed,,Seed,1,,,,,,,,,,Yes,,https://xa-bxkj.com/,,Seed,,"1,669",
2025-05-30,Xingchuan New Materials is the developer of the New material technology,Xingchuan New Materials,https://www.crunchbase.com/organization/xingchuan-new-materials,"Industrial, Industrial Engineering, Industrial Manufacturing","Hangzhou, Zhejiang, China, Asia",Series B - Xingchuan New Materials,https://www.crunchbase.com/funding_round/xingchuan-new-materials-series-b--dcfbcd4a,4,"CICC Capital, Jiuzhi Ziben, Quzhou Zhisheng Industrial Investment,, Zhejiang University Youchuang",Early Stage Venture,"Quzhou Zhisheng Industrial Investment,",Series B,1,100000000,CNY,13896030,,,,100000000,CNY,13896030,Yes,,,,Early Stage Venture,,"1,671",
2025-05-19,Kongyu Technology focuses on the research and development and application of low-altitude safety control and drone countermeasure technology,Kongyu Technology,https://www.crunchbase.com/organization/kongyu-technology,"Aerospace, Electronics, Manufacturing","Sichuan, Gansu, China, Asia",Series B - Kongyu Technology,https://www.crunchbase.com/funding_round/kongyu-technology-series-b--98630d1f,1,Sichuan Industrial Revitalization & Development Investment Fund,Early Stage Venture,Sichuan Industrial Revitalization & Development Investment Fund,Series B,1,,,,,,,,,,Yes,,http://www.skydefence.cn/,,Early Stage Venture,,"1,725",
2025-05-20,Penghu Wuyu is a company offering non-terrestrial network (NTN) communication technology solutions and IoT communication protocols.,Penghu Wuyu,https://www.crunchbase.com/organization/penghu-wuyu,"Communications Infrastructure, Internet of Things, Satellite Communication","Beijing, Beijing, China, Asia",Series A - Penghu Wuyu,https://www.crunchbase.com/funding_round/penghu-wuyu-series-a--2f30e33a,1,Broad Vision Funds,Early Stage Venture,Broad Vision Funds,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"1,739",
2025-05-08,Rino is an artificial intelligence company that provides research and development of autonomous driving products and services.,Rino,https://www.crunchbase.com/organization/rino-4059,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Delivery, Delivery Service","Haidian, Beijing, China, Asia",Series B - Rino,https://www.crunchbase.com/funding_round/rino-4059-series-b--45105c9c,3,"Linear Capital, S.F. Express, Xingyuan Auto",Early Stage Venture,S.F. Express,Series B,3,200000000,CNY,27680320,,,,259000000,CNY,36917025,Yes,,https://rino.ai/#/,,Early Stage Venture,,"1,763",
2025-05-30,Huatron is an original unified drive technology development platform.,Huatron,https://www.crunchbase.com/organization/huatron,"Electronics, Industrial Automation, Robotics","Shenzhen, Guangdong, China, Asia",Series A - Huatron,https://www.crunchbase.com/funding_round/huatron-series-a--e6298e0e,3,"Fosun Capital, Shenzhen V&T Technologies, Z&Y Capital",Early Stage Venture,"Fosun Capital, Shenzhen V&T Technologies",Series A,1,,,,,,,,,,Yes,,https://www.huatronix.com.cn,,Early Stage Venture,,"1,774",
2025-06-05,AdvanSol Power focusing on the research and development of third-generation micro-string inverter technology.,AdvanSol Power,https://www.crunchbase.com/organization/advansol-power,Renewable Energy,"Wuzhong, Ningxia, China, Asia",Seed Round - AdvanSol Power,https://www.crunchbase.com/funding_round/advansol-power-seed--1d3200ab,2,"Edge Ventures, Fenghe Capital",Seed,"Edge Ventures, Fenghe Capital",Seed,1,,,,,,,,,,Yes,,https://cn.advansol-power.com/,,Seed,,"1,775",
2025-05-06,BlueSky Aviation focused on the research and development and manufacturing of large-scale extended-range tilt-rotor eVTOL aircraft.,BlueSky Aviation,https://www.crunchbase.com/organization/bluesky-aviation,"Air Transportation, Electric Vehicle, Manufacturing","Jinan, Shandong, China, Asia",Angel Round - BlueSky Aviation,https://www.crunchbase.com/funding_round/bluesky-aviation-angel--5a932b37,3,"Chuxin Capital, Gobi China, Lenovo Star",Seed,Chuxin Capital,Angel,2,,,,,,,,,,Yes,,,,Seed,,"1,776",
2025-05-22,Meitu offers free image and video apps for iOS and Android platforms.,Meitu,https://www.crunchbase.com/organization/meitu,"Internet, iOS, Machine Learning, Mobile, Social Media","Xiamen, Fujian, China, Asia",Debt Financing - Meitu,https://www.crunchbase.com/funding_round/meitu-debt-financing--ceaeab60,1,Alibaba Group,,Alibaba Group,Debt Financing,7,250000000,USD,250000000,,,,751000000,USD,751000000,No,,http://www.meitu.com,$500M to $1B,IPO,,"1,777",
2025-05-12,"Xingren Technology offers high-quality and safe smart chassis solutions for smart cars, focusing on user experience.",Xingren Technology,https://www.crunchbase.com/organization/xingren-technology,"Autonomous Vehicles, Electronics, Product Research","Suzhou, Jiangsu, China, Asia",Angel Round - Xingren Technology,https://www.crunchbase.com/funding_round/xingren-technology-angel--419e8139,4,"Guangzhou Guofa Venture Capital, Wofo Capital, Wuzhong Financial Holdings Group, Zhongxin Capital",Seed,,Angel,1,,,,,,,,,,Yes,,,,Seed,,"1,784",
2025-06-04,Laser Link is a laser communication company that focuses on development of precision optical-mechanical products for commercial aircraft.,Laser Link,https://www.crunchbase.com/organization/laser-link,"Laser, Optical Communication, Satellite Communication","Shanghai, Shanghai, China, Asia",Series B - Laser Link,https://www.crunchbase.com/funding_round/laser-link-series-b--45f7e8da,2,"Runyang Optoelectronics Industry Fund, X Capital",Early Stage Venture,"Runyang Optoelectronics Industry Fund, X Capital",Series B,5,,,,,,,300000000,CNY,41518231,Yes,,https://laserlink.tech,,Early Stage Venture,,"1,795",
2025-05-19,Enlink Cloud is an enterprise technology company that provides zero trust solutions in the industry.,Enlink Cloud,https://www.crunchbase.com/organization/enlink-cloud,"Enterprise, Software","Nanjing, Jiangsu, China, Asia",Series C - Enlink Cloud,https://www.crunchbase.com/funding_round/enlink-cloud-series-c--8b6906a9,2,"Baohe Venture Capital, Winreal Investment",Late Stage Venture,Winreal Investment,Series C,4,,,,,,,120000000,CNY,17372373,Yes,,https://www.enlink.top,$1M to $10M,Late Stage Venture,,"1,804",
2025-03-03,Zhipu AI is a data company developing an AI-based large model platform to provide API services.,Zhipu AI,https://www.crunchbase.com/organization/zhipu-ai,"Artificial Intelligence (AI), Data Integration, Machine Learning, Software","Haidian, Beijing, China, Asia",Private Equity Round - Zhipu AI,https://www.crunchbase.com/funding_round/zhipu-ai-private-equity--e696b9be,5,"Beijing Artificial Intelligence Industry Investment Fund, Chengdu Hi-tech Investment Group, Hangzhou Shangcheng Capital Private Equity Fund Management, Hangzhou Urban Investment Industry Fund, Zhuhai Huafa Group",Private Equity,,Private Equity,9,2000000000,CNY,274532951,,,,1086304116,USD,1086304116,Yes,,https://www.zhipuai.cn,$100M to $500M,Private Equity,,"1,820",
2025-04-21,Aopeng Yiliao is a developer of vascular interventional surgery robots.,Aopeng Yiliao,https://www.crunchbase.com/organization/aopeng-yiliao,"Medical, Medical Device, Robotics, Sales","Shanghai, Shanghai, China, Asia",Series C - Aopeng Yiliao,https://www.crunchbase.com/funding_round/aopeng-yiliao-series-c--0b17f06d,3,"Jinan Huaiyin District Guorong, Jinan International Medical Center Industrial Development, Sunland Fund",Late Stage Venture,"Jinan Huaiyin District Guorong, Jinan International Medical Center Industrial Development",Series C,5,100000000,CNY,13712907,,,,100000000,CNY,13712907,Yes,,https://www.operaterobot.com/,,Late Stage Venture,,"1,851",
2025-05-24,Agibot creates humanoid robots for real-world tasks and multi-robot collaboration.,Agibot,https://www.crunchbase.com/organization/agibot,"Artificial Intelligence (AI), Manufacturing, Robotics","Shanghai, Shanghai, China, Asia",Series B - Agibot,https://www.crunchbase.com/funding_round/agibot-series-b--932a8116,4,"HSG, JD.com, Shanghai Embodied Intelligence Venture Fund, TCL Technology",Early Stage Venture,,Series B,6,,,,,,,600000000,CNY,84781687,Yes,,https://www.agibot.com,,Early Stage Venture,,"1,871",
2025-05-20,PowerValue provides engineering experts and scientists with excellent solutions for semiconductor wafer and chip testing and verification.,PowerValue,https://www.crunchbase.com/organization/powervalue,"Semiconductor, Test and Measurement","Pudong, Shandong, China, Asia",Series A - PowerValue,https://www.crunchbase.com/funding_round/powervalue-series-a--aee1bcdb,1,Golden Rain Bogor,Early Stage Venture,Golden Rain Bogor,Series A,3,,,,,,,10000000,CNY,1569711,Yes,,http://www.pwrvalue.com/,,Early Stage Venture,,"1,876",
2025-04-25,"Haier New Energy expands green and low-carbon solutions under the background of the ""dual carbon"" goal.",Haier New Energy,https://www.crunchbase.com/organization/haier-new-energy,"Artificial Intelligence (AI), Energy, Manufacturing","Qingdao, Fujian, China, Asia",Series A - Haier New Energy,https://www.crunchbase.com/funding_round/haier-new-energy-series-a--f5330542,5,"Hengxu Capital, PetroChina Kunlun Capital, Puchao Capital, Rockets Capital, SDIC Chuangyi",Early Stage Venture,,Series A,1,700000000,CNY,96052252,,,,700000000,CNY,96052252,Yes,,https://cn.haier-energy.com/,,Early Stage Venture,,"1,931",
2025-04-23,Sand.ai is an AI company that focuses on producing videos.,Sand.ai,https://www.crunchbase.com/organization/sand-ai,"Artificial Intelligence (AI), Information Services, Video","Haidian, Beijing, China, Asia",Series A - Sand.ai,https://www.crunchbase.com/funding_round/sand-ai-series-a--97ce376b,6,"Huaye Tiancheng Capital, IDG Capital, Matrix Partners China, Sense Capital, Sinovation Ventures, Xianghe Capital",Early Stage Venture,Matrix Partners China,Series A,2,,,,,,,,,,Yes,,https://sand.ai,,Early Stage Venture,,"1,946",
2025-05-12,"X Square is a company aiming to create a universal brain-cerebellum system for robots, encompassing capabilities from perception to action.",X Square,https://www.crunchbase.com/organization/x-square,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics","Shenzhen, Guangdong, China, Asia",Seed Round - X Square,https://www.crunchbase.com/funding_round/x-square-seed--40a10252,3,"GF Xinde Investment Management, Huaying Capital, Yunqi Partners",Seed,,Seed,6,,,,,,,100000000,CNY,14086888,Yes,,http://www.x2robot.com,,Early Stage Venture,,"2,013",
2025-04-18,Noshi Robotics is a company that manufactures planetary roller screws and associated actuator modules.,Noshi Robotics,https://www.crunchbase.com/organization/noshi-robotics,"Industrial Manufacturing, Manufacturing","Shenzhen, Guangdong, China, Asia",Seed Round - Noshi Robotics,https://www.crunchbase.com/funding_round/noshi-robotics-seed--8dabfcf4,1,SAIC Capital,Seed,SAIC Capital,Seed,2,,,,,,,,,,Yes,,,,Seed,,"2,058",
2025-06-05,Chuandi Yake Culture is a trend culture provider.,Chuandi Yake Culture,https://www.crunchbase.com/organization/chuandi-yake-culture,,"Shanghai, Shanghai, China, Asia",Series A - Chuandi Yake Culture,https://www.crunchbase.com/funding_round/chuandi-yake-culture-series-a--49a05cee,1,Qicheng Ziben,Early Stage Venture,Qicheng Ziben,Series A,1,10000000,CNY,1393534,,,,10000000,CNY,1393534,Yes,,,,Early Stage Venture,,"2,076",
2025-05-16,Shihang Intelligent is a company that creates water robots and intelligent unmanned equipment.,Shihang Intelligent,https://www.crunchbase.com/organization/shihang-intelligent,"Manufacturing, Robotics","Fengtai, Beijing, China, Asia",Angel Round - Shihang Intelligent,https://www.crunchbase.com/funding_round/shihang-intelligent-angel--d9aa751b,1,China Merchants Startup Capital,Seed,China Merchants Startup Capital,Angel,4,,,,,,,10000000,CNY,1367428,Yes,,,,Seed,,"2,078",
2025-06-04,"Zhisheng Bio specialzies in product research and development, and market transformation of biopharmaceutical products.",Zhisheng Bio,https://www.crunchbase.com/organization/zhisheng-bio,"Biopharma, Biotechnology, Manufacturing","Wenzhou, Zhejiang, China, Asia",Venture Round - Zhisheng Bio,https://www.crunchbase.com/funding_round/zhisheng-bio-series-unknown--15207445,1,ZSVC,,ZSVC,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"2,117",
2025-06-03,Haichang Ocean Park Holdings develops and operates theme parks and other ancillary commercial properties.,Haichang Ocean Park Holdings,https://www.crunchbase.com/organization/haichang-ocean-park-holdings,"Aquaculture, Media and Entertainment, Real Estate","Shanghai, Shanghai, China, Asia",Post-IPO Equity - Haichang Ocean Park Holdings,https://www.crunchbase.com/funding_round/haichang-ocean-park-holdings-post-ipo-equity--f5fa88d4,1,Xiangyuan Holding Group,,Xiangyuan Holding Group,Post-IPO Equity,1,2295000000,HKD,292591842,3650595854,HKD,465418112,2295000000,HKD,292591842,Yes,,http://www.haichangoceanpark.com/,$100M to $500M,IPO,,"2,152",
2025-06-03,"Xili Optoelectronics develops future-oriented high-bandwidth, low-energy optical engine system integrated chips.",Xili Optoelectronics,https://www.crunchbase.com/organization/xili-optoelectronics,,"Hangzhou, Zhejiang, China, Asia",Seed Round - Xili Optoelectronics,https://www.crunchbase.com/funding_round/xili-optoelectronics-seed--55032b6d,1,Oriza Seed Capital (Oriza Yuandian),Seed,Oriza Seed Capital (Oriza Yuandian),Seed,1,,,,,,,,,,Yes,,,,Seed,,"2,173",
2025-05-27,"Aiyisheng is a food production company that specializes in the research, development, production, and sales of healthy foods.",Aiyisheng,https://www.crunchbase.com/organization/aiyisheng,"Food and Beverage, Food Processing, Organic Food","Huangpu, Guangdong, China, Asia",Angel Round - Aiyisheng,https://www.crunchbase.com/funding_round/aiyisheng-angel--7d6e6ca3,1,Dalton Venture,Seed,Dalton Venture,Angel,2,,,,,,,,,,Yes,,,,Seed,1,"2,175",
2025-05-27,EVT Aerotechnics focuses on the research and construction of eVTOL and UAM (Urban Air Mobility) Future air transport solutions.,EVT Aerotechnics,https://www.crunchbase.com/organization/evt-aerotechnics,"Aerospace, Air Transportation","Nanjing, Jiangsu, China, Asia",Series A - EVT Aerotechnics,https://www.crunchbase.com/funding_round/evt-aerotechnics-series-a--f0b40e9a,2,"Enpower, Zhejiang Jinggong Science &Technology",Early Stage Venture,,Series A,2,,,,,,,20000000,CNY,2759572,Yes,,http://www.evt-aerotec.cn/,,Early Stage Venture,,"2,179",
2025-04-21,TsIntergy Technology is a national high-tech enterprise focusing on energy industry,TsIntergy Technology,https://www.crunchbase.com/organization/tsintergy-technology,"Artificial Intelligence (AI), Energy, Internet, Machine Learning","Beijing, Beijing, China, Asia",Venture Round - TsIntergy Technology,https://www.crunchbase.com/funding_round/tsintergy-technology-series-unknown--2e126230,7,"GF Xinde Investment Management, Great Power, Guangxi Investment Group, Hengxu Capital, PetroChina Kunlun Capital, Shengjing Investment Management, Shengjing Toulian",,"Great Power, Hengxu Capital, PetroChina Kunlun Capital",Venture - Series Unknown,3,200000000,CNY,27425813,,,,300000000,CNY,43254358,Yes,,http://www.tsintergy.com,$50M to $100M,,1,"2,185",
2025-04-21,"Sensemoment is the AI vision solution provider, engages in the development and application of industrial AI vision technology.",Sensemoment,https://www.crunchbase.com/organization/sensemoment,"Artificial Intelligence (AI), Industrial, Manufacturing","Hangzhou, Zhejiang, China, Asia",Seed Round - Sensemoment,https://www.crunchbase.com/funding_round/sensemoment-seed--5c2bdf3b,1,QF Capital,Seed,,Seed,1,,,,,,,,,,Yes,,https://www.sensemoment.com/,,Seed,,"2,190",
2025-05-26,Meet Feixiang is a hardware designer and developer of outdoor portable water purifiers.,Meet Feixiang,https://www.crunchbase.com/organization/meet-feixiang,"Industrial Engineering, Manufacturing, Water Purification","Shenzhen, Guangdong, China, Asia",Series A - Meet Feixiang,https://www.crunchbase.com/funding_round/meet-feixiang-series-a--18ce218b,2,"Leaguer Group, Zeyi Venture Capital",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"2,200",
